"experiment","model","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp3","combined","resp_c",73309.2062370945,73309.2062370945,1,202.938602414098,3955.1827925659,4.76642943689551e-135
"exp3","combined","array_length",3964.74325024986,1982.37162512493,2,7515.44380613426,106.95303554109,1.58353572551869e-46
"exp3","combined","condition",4.72300630347603,4.72300630347603,1,82.9686081223733,0.254815925850748,0.615042416307203
"exp3","combined","resp_c:array_length",33.8783675710226,16.9391837855113,2,157.62209093555,0.913903882847728,0.403069765869431
"exp3","combined","resp_c:condition",33.0243385371097,33.0243385371097,1,202.938611036269,1.78173113886145,0.183432451758831
"exp3","combined","array_length:condition",47.5439347810589,23.7719673905295,2,7515.44380556392,1.28254664311021,0.277390832346913
"exp3","combined","resp_c:array_length:condition",44.9223644543926,22.4611822271963,2,157.622090918065,1.21182708155885,0.300410696160713
"exp3","experience","resp_c",26278.8978075624,26278.8978075624,1,95.1590987480951,1527.63377661492,2.06690851789744e-60
"exp3","experience","array_length",2112.21568370211,1056.10784185105,2,3415.02500394419,61.3932145394347,6.38857059016764e-27
"exp3","experience","resp_c:array_length",51.3090307928896,25.6545153964448,2,79.8195762622268,1.4913374422811,0.231274778080556
"exp3","average","resp_c",54006.667647427,54006.667647427,1,99.586825545397,2743.82321381001,2.68022656213655e-74
"exp3","average","array_length",1870.68079503877,935.340397519383,2,4095.11851143809,47.5202193973956,3.96343693029459e-21
"exp3","average","resp_c:array_length",12.244690064558,6.12234503227898,2,70.8208884096488,0.311047379041942,0.733674948600352
