"experiment","condition","term","b","SE","df","t","p"
"exp3","experience","(Intercept)",22.3857380431596,0.510177007683822,37.0009600265562,43.878374967915,1.63576071597683e-33
"exp3","experience","meanVal_c",0.855352119670633,0.0397231378435284,36.7811300181098,21.5328437305208,1.91389311317814e-22
"exp3","experience","array_length1",-1.58738526830156,0.110849140416245,3398.83147640231,-14.320230741897,3.29673517962516e-45
"exp3","experience","array_length2",1.27441377397729,0.110719806411832,3398.7368272137,11.510260135725,4.20227845986202e-30
"exp3","experience","meanVal_c:array_length1",0.0268828158964049,0.0218161080000858,37.8102104176985,1.23224618691378,0.225465152971934
"exp3","experience","meanVal_c:array_length2",-0.0565121948443856,0.020900215159171,34.5523593168024,-2.70390493179148,0.0105584228856564
"exp3","average","(Intercept)",21.8843875472878,0.382272037223387,45.0366864851937,57.2482039393828,1.03256073161569e-43
"exp3","average","meanVal_c",0.756330571819544,0.0338077622830158,44.9210632132142,22.3715064454149,5.4685109387436e-26
"exp3","average","array_length1",-1.03669043144091,0.0958685014699398,4077.75042661944,-10.8136709716483,6.84687486416943e-27
"exp3","average","array_length2",1.12839947735759,0.0961714172968191,4071.75188108104,11.7332104389701,2.73277975322217e-31
"exp3","average","meanVal_c:array_length1",0.0697027999700197,0.020029173903999,43.1162628715484,3.48006364636451,0.00115994201978836
"exp3","average","meanVal_c:array_length2",-0.0553930532930709,0.0154824669789583,46.1683741406161,-3.57779243891518,0.000827300204110402
