"experiment","tail","array_length","emmean","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp3","low","2",18.1863846673174,0.233330812133117,189.224875177392,17.7261209800817,18.646648354553,77.9424907540366,9.30773806253727e-146
"exp3","low","10",17.8030928665002,0.290989047873617,347.797856427714,17.2307732174566,18.3754125155437,61.1813159175409,3.10306571718287e-188
"exp3","low","20",17.6429539809194,0.264290523567435,271.577445200654,17.1226353065185,18.1632726553202,66.7559083949436,1.63601813857032e-170
"exp3","high","2",33.5261136208712,0.450141931812298,176.441711294069,32.6377584351088,34.4144688066336,74.4789837416236,3.00120644688826e-135
"exp3","high","10",33.2681718727868,0.363613583106984,123.73403299771,32.5484634944315,33.9878802511421,91.493204375147,1.69519666633432e-115
"exp3","high","20",32.8335564588805,0.401907400916406,133.552455416354,32.0386293770279,33.6284835407331,81.6943315400895,6.8081305568788e-116
