"experiment","model","term","b","SE","df","t","p"
"exp3","combined","(Intercept)",24.8366725972098,0.0745459723480333,82.968607936555,333.172562043388,1.69950021092085e-131
"exp3","combined","resp_c",0.717774997667231,0.0114131377499663,202.938595149397,62.890242227152,4.76649153230713e-135
"exp3","combined","array_length1",0.971860329302673,0.0713949321645529,7517.8520009521,13.6124553919696,1.05120989603864e-41
"exp3","combined","array_length2",-0.819844719232264,0.071260138058204,7533.76372744011,-11.5049555273473,2.23203026378522e-30
"exp3","combined","condition1",0.0376302922014287,0.0745459723480333,82.968607941347,0.504793096342535,0.615042316371477
"exp3","combined","resp_c:array_length1",-0.0058797039728586,0.0153913240063749,164.142768315937,-0.382014176975502,0.702944970467948
"exp3","combined","resp_c:array_length2",0.0225666283849932,0.0175378001094209,118.619747580867,1.28674225069261,0.200689629548368
"exp3","combined","resp_c:condition1",0.0152344253982052,0.0114131377499663,202.938595145216,1.33481481884771,0.183432517766967
"exp3","combined","array_length1:condition1",-0.106313034208261,0.0713949321645529,7517.85200055534,-1.4890837624613,0.136507259838545
"exp3","combined","array_length2:condition1",0.0174952494546205,0.071260138058204,7533.76372634658,0.245512427162724,0.806066374598188
"exp3","combined","resp_c:array_length1:condition1",0.0201117563558558,0.0153913240063749,164.142768305246,1.30669436544418,0.193144341823933
"exp3","combined","resp_c:array_length2:condition1",-0.0251718705908932,0.0175378001094209,118.619747571803,-1.43529236471178,0.153835378246517
"exp3","experience","(Intercept)",24.7971331629249,0.100173731770422,37.4266530537997,247.541273791766,9.13782751438318e-62
"exp3","experience","resp_c",0.706385232557379,0.0180730725988025,95.1590891059858,39.0849551837791,2.06693082796851e-60
"exp3","experience","array_length1",1.08269645805512,0.102552237910205,3418.41133444883,10.5575117629624,1.1594722338484e-25
"exp3","experience","array_length2",-0.842429909490755,0.101736104805976,3414.00464769773,-8.28054023787696,1.73935803923705e-16
"exp3","experience","resp_c:array_length1",-0.026083773761983,0.0241735578717185,83.1659247621696,-1.07902088308231,0.283697945569496
"exp3","experience","resp_c:array_length2",0.0493488441773483,0.0285822418176278,55.0711894691681,1.72655610753783,0.089853706066125
"exp3","average","(Intercept)",24.8771228022044,0.106774807670395,45.4410569114557,232.986819128702,1.40219827165995e-71
"exp3","average","resp_c",0.726933286913426,0.0138776682172,99.5868211854699,52.3815150741581,2.6802448996994e-74
"exp3","average","array_length1",0.859989438199733,0.0980124821741697,4094.24385482276,8.7742848576319,2.48181853941707e-18
"exp3","average","array_length2",-0.795033651754349,0.0984782879038544,4113.0504297009,-8.07318718345865,8.91167787079558e-16
"exp3","average","resp_c:array_length1",0.0149407420832268,0.0189549738181977,73.0046950024724,0.788222776065402,0.433118420972784
"exp3","average","resp_c:array_length2",-0.00722356541529298,0.0201946474514084,60.1069893912094,-0.357697030001344,0.721823074191635
