"experiment","comparison_set","contrast","condition","estimate","SE","df","t.ratio","p.value","array_length"
"exp3","noise_within_condition","array_length2 - array_length10","average",0.126317754374442,0.0324672070854628,77.8433018500241,3.89062582568121,0.000607826149053303,NA
"exp3","noise_within_condition","array_length2 - array_length20","average",0.0890647071889845,0.0344290283349172,79.0937787316904,2.58690737137815,0.0306138030111671,NA
"exp3","noise_within_condition","array_length10 - array_length20","average",-0.0372530471854572,0.0297581201023879,85.5587210414455,-1.2518615778578,0.426282808109758,NA
"exp3","noise_within_condition","array_length2 - array_length10","experience",0.0804573258492791,0.0358027590190903,78.6680566900832,2.24723814738352,0.0695847640361431,NA
"exp3","noise_within_condition","array_length2 - array_length20","experience",-0.000527481875609322,0.038246086195793,82.1331334024954,-0.0137917870317236,0.999895135537817,NA
"exp3","noise_within_condition","array_length10 - array_length20","experience",-0.0809848077248885,0.0321097762861595,78.9356106211385,-2.52212307563774,0.0360706391363949,NA
"exp3","condition_within_noise","average - experience",NA,-0.0528756587774023,0.0568862230143212,82.127395644246,-0.929498496746581,0.355354830629732,"2"
"exp3","condition_within_noise","average - experience",NA,-0.0987360873025648,0.0580558387561623,80.5640931987525,-1.70070899702719,0.0928548677585828,"10"
"exp3","condition_within_noise","average - experience",NA,-0.142467847841996,0.061467225553765,81.2586182829963,-2.31778556065427,0.0229766571607695,"20"
