"experiment","condition","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp3","experience","overall",0.855352119670633,0.0397231378435284,36.7811300181098,0.774849227364579,0.935855011976687,21.5328437305208,1.91389311317814e-22
"exp3","average","overall",0.756330571819544,0.0338077622830158,44.9210632132142,0.688234940552623,0.824426203086465,22.3715064454149,5.4685109387436e-26
