"window","experiment","array_length","high","low"
15.3397289535538,"exp3","2",33.5261136208712,18.1863846673174
15.4650790062866,"exp3","10",33.2681718727868,17.8030928665002
15.1906024779612,"exp3","20",32.8335564588805,17.6429539809194
