"participant_id","condition","array_length","side","n_trials","inward"
"experience.65465ac216a26bebcc8d8b02","experience","20","low",6,-2.83333333333333
"experience.656a02c7b6729e5b80412a8f","experience","2","high",9,4.66666666666667
"experience.656a02c7b6729e5b80412a8f","experience","2","low",5,-0.2
"experience.656a02c7b6729e5b80412a8f","experience","10","high",9,3
"experience.656a02c7b6729e5b80412a8f","experience","10","low",9,1.88888888888889
"experience.656a02c7b6729e5b80412a8f","experience","20","high",7,0.142857142857143
"experience.656a02c7b6729e5b80412a8f","experience","20","low",8,-0.375
"experience.657f8d99678be2d216a85c3d","experience","2","high",4,4
"experience.657f8d99678be2d216a85c3d","experience","2","low",8,-3.5
"experience.657f8d99678be2d216a85c3d","experience","10","high",9,4.33333333333333
"experience.657f8d99678be2d216a85c3d","experience","10","low",9,-2.44444444444444
"experience.657f8d99678be2d216a85c3d","experience","20","high",7,7.14285714285714
"experience.657f8d99678be2d216a85c3d","experience","20","low",6,-1.83333333333333
"experience.65fb1a5882c2d4825dab5e81","experience","2","high",5,-0.2
"experience.65fb1a5882c2d4825dab5e81","experience","2","low",4,-2.25
"experience.65fb1a5882c2d4825dab5e81","experience","10","high",11,3.81818181818182
"experience.65fb1a5882c2d4825dab5e81","experience","10","low",6,0.833333333333333
"experience.65fb1a5882c2d4825dab5e81","experience","20","high",4,2.5
"experience.65fb1a5882c2d4825dab5e81","experience","20","low",10,-0.799999999999999
"experience.6643b0fe98e091c70e7988e4","experience","2","high",11,1.09090909090909
"experience.6643b0fe98e091c70e7988e4","experience","2","low",7,-1.42857142857143
"experience.6643b0fe98e091c70e7988e4","experience","10","high",8,-0.375
"experience.6643b0fe98e091c70e7988e4","experience","10","low",6,1.5
"experience.6643b0fe98e091c70e7988e4","experience","20","high",11,2.45454545454545
"experience.6643b0fe98e091c70e7988e4","experience","20","low",5,5.8
"experience.66562875b665d8e2b1b6fc66","experience","2","high",8,3.125
"experience.66562875b665d8e2b1b6fc66","experience","2","low",10,-2.4
"experience.66562875b665d8e2b1b6fc66","experience","10","high",6,2.83333333333333
"experience.66562875b665d8e2b1b6fc66","experience","10","low",8,2.25
"experience.66562875b665d8e2b1b6fc66","experience","20","high",8,2.875
"experience.66562875b665d8e2b1b6fc66","experience","20","low",7,0.285714285714286
"experience.6667a6558073abc1cd0e6daf","experience","2","high",7,1.14285714285714
"experience.6667a6558073abc1cd0e6daf","experience","2","low",8,1
"experience.6667a6558073abc1cd0e6daf","experience","10","high",5,-3
"experience.6667a6558073abc1cd0e6daf","experience","10","low",7,3.14285714285714
"experience.6667a6558073abc1cd0e6daf","experience","20","high",8,-8.625
"experience.6667a6558073abc1cd0e6daf","experience","20","low",11,1.63636363636364
"experience.668ebf594982c57c983cd910","experience","2","high",4,7.75
"experience.668ebf594982c57c983cd910","experience","2","low",10,-5.2
"experience.668ebf594982c57c983cd910","experience","10","high",9,6.44444444444444
"experience.668ebf594982c57c983cd910","experience","10","low",9,-3.33333333333333
"experience.668ebf594982c57c983cd910","experience","20","high",10,4.7
"experience.668ebf594982c57c983cd910","experience","20","low",8,-2.875
"experience.66a6bbb40b48d0e4f326767e","experience","2","high",7,2.14285714285714
"experience.66a6bbb40b48d0e4f326767e","experience","2","low",10,0.3
"experience.66a6bbb40b48d0e4f326767e","experience","10","high",11,-1.18181818181818
"experience.66a6bbb40b48d0e4f326767e","experience","10","low",9,4.33333333333333
"experience.66a6bbb40b48d0e4f326767e","experience","20","high",6,-3.83333333333333
"experience.66a6bbb40b48d0e4f326767e","experience","20","low",11,1.72727272727273
"experience.66a926551ab3748f5d5348aa","experience","2","high",4,10.75
"experience.66a926551ab3748f5d5348aa","experience","2","low",6,-4.5
"experience.66a926551ab3748f5d5348aa","experience","10","high",8,6.625
"experience.66a926551ab3748f5d5348aa","experience","10","low",6,1.66666666666667
"experience.66a926551ab3748f5d5348aa","experience","20","high",8,4.375
"experience.66a926551ab3748f5d5348aa","experience","20","low",10,1.1
"experience.66d804534578af1dec99f245","experience","2","high",5,7.6
"experience.66d804534578af1dec99f245","experience","2","low",9,-5.66666666666667
"experience.66d804534578af1dec99f245","experience","10","high",4,5.5
"experience.66d804534578af1dec99f245","experience","10","low",10,-4.2
"experience.66d804534578af1dec99f245","experience","20","high",7,4.42857142857143
"experience.66d804534578af1dec99f245","experience","20","low",9,-3.11111111111111
"experience.66e5312010b7e7f8074c81a7","experience","2","high",7,2.14285714285714
"experience.66e5312010b7e7f8074c81a7","experience","2","low",5,-5
"experience.66e5312010b7e7f8074c81a7","experience","10","high",8,1.125
"experience.66e5312010b7e7f8074c81a7","experience","10","low",7,5.57142857142857
"experience.66e5312010b7e7f8074c81a7","experience","20","high",8,-6.125
"experience.66e5312010b7e7f8074c81a7","experience","20","low",9,3.11111111111111
"experience.67164c92298409e37c670b3d","experience","2","high",10,0.3
"experience.67164c92298409e37c670b3d","experience","2","low",8,-9.75
"experience.67164c92298409e37c670b3d","experience","10","high",1,0
"experience.67164c92298409e37c670b3d","experience","10","low",9,-4.55555555555556
"experience.67164c92298409e37c670b3d","experience","20","high",5,-1.2
"experience.67164c92298409e37c670b3d","experience","20","low",5,-10.4
"experience.672268205351c30413c9837e","experience","2","high",8,8.375
"experience.672268205351c30413c9837e","experience","2","low",10,-4.3
"experience.672268205351c30413c9837e","experience","10","high",9,4.11111111111111
"experience.672268205351c30413c9837e","experience","10","low",8,-2
"experience.672268205351c30413c9837e","experience","20","high",10,6.9
"experience.672268205351c30413c9837e","experience","20","low",11,-4.54545454545455
"experience.67322550bd5dfa0cd2958366","experience","2","high",8,-0.125
"experience.67322550bd5dfa0cd2958366","experience","2","low",7,-0.285714285714286
"experience.67322550bd5dfa0cd2958366","experience","10","high",7,-0.857142857142857
"experience.67322550bd5dfa0cd2958366","experience","10","low",7,2.57142857142857
"experience.67322550bd5dfa0cd2958366","experience","20","high",9,-0.111111111111111
"experience.67322550bd5dfa0cd2958366","experience","20","low",6,2.33333333333333
"experience.67f054713cbdd6e7fdab28d4","experience","2","high",9,2.88888888888889
"experience.67f054713cbdd6e7fdab28d4","experience","2","low",6,1.33333333333333
"experience.67f054713cbdd6e7fdab28d4","experience","10","high",6,-0.666666666666667
"experience.67f054713cbdd6e7fdab28d4","experience","10","low",9,5.66666666666667
"experience.67f054713cbdd6e7fdab28d4","experience","20","high",10,-0.6
"experience.67f054713cbdd6e7fdab28d4","experience","20","low",5,6.2
"experience.68423451060859f8ce31ee5a","experience","2","high",3,3.33333333333333
"experience.68423451060859f8ce31ee5a","experience","2","low",8,-0.875
"experience.68423451060859f8ce31ee5a","experience","10","high",12,8.16666666666667
"experience.68423451060859f8ce31ee5a","experience","10","low",6,-3.16666666666667
"experience.68423451060859f8ce31ee5a","experience","20","high",6,8.5
"experience.68423451060859f8ce31ee5a","experience","20","low",7,2
