"experiment","term","b","SE","df","t","p"
"exp3","(Intercept)",22.1302961231057,0.312997590306465,82.0271681232111,70.7043658113702,2.82242461145246e-75
"exp3","meanVal_c",0.80489081593981,0.0259559274773363,81.6801456854933,31.0099038704206,6.03723949463689e-47
"exp3","array_length1",-1.31575026179498,0.138815275355093,81.4784054450662,-9.47842561583557,8.54180956888705e-15
"exp3","array_length2",1.2015672108971,0.0876509896449642,79.9699324340011,13.7085412927353,1.07231664973373e-22
"exp3","condition1",-0.248860756278851,0.312997590306465,82.0271681302209,-0.795088409579078,0.428856713354678
"exp3","meanVal_c:array_length1",0.049218717589516,0.0149550929045449,80.374154136571,3.29110075769293,0.00148369457709765
"exp3","meanVal_c:array_length2",-0.0541688225223444,0.0127551296517507,79.7391972026235,-4.24682649265815,5.82315058771278e-05
"exp3","meanVal_c:condition1",-0.0490132656536605,0.0259559274773364,81.680145687637,-1.88832649869502,0.0625323130832984
"exp3","array_length1:condition1",0.271434782813586,0.138815275355093,81.4784054342599,1.95536681477776,0.0539679579926835
"exp3","array_length2:condition1",-0.0749276811668527,0.0876509896449643,79.9699324050195,-0.854841245607744,0.395192806346594
"exp3","meanVal_c:array_length1:condition1",0.0225754362649594,0.0149550929045449,80.3741541358631,1.50954837987657,0.135080047805886
"exp3","meanVal_c:array_length2:condition1",-0.000354777997621863,0.0127551296517507,79.7391972125127,-0.027814534803507,0.9778795686684
