"experiment","analysis","effect","df1","df2","MSE","F","ges","p"
"exp3","compression","condition",1,82,12.2050420783353,3.48027576779255,0.0306525386581333,0.0656806070408546
"exp3","compression","array_length",1.98927578384546,163.120614275328,2.09945721759889,9.07685716909088,0.0274463825904701,0.000188297447537808
"exp3","compression","condition:array_length",1.98927578384546,163.120614275328,2.09945721759889,3.26347792463564,0.0100445935733041,0.04102343991599
