"experiment","version","level","report","mean_objective","n"
"exp3","raw","2 squares",1,14,1
"exp3","raw","2 squares",2,18,1
"exp3","raw","2 squares",3,14,2
"exp3","raw","2 squares",4,20.125,8
"exp3","raw","2 squares",5,16.9473684210526,19
"exp3","raw","2 squares",6,17.1428571428571,21
"exp3","raw","2 squares",7,17.5185185185185,27
"exp3","raw","2 squares",8,17.1714285714286,35
"exp3","raw","2 squares",9,18.3076923076923,39
"exp3","raw","2 squares",10,17.7758620689655,58
"exp3","raw","2 squares",11,18.5890410958904,73
"exp3","raw","2 squares",12,19.5529411764706,85
"exp3","raw","2 squares",13,18.9239130434783,92
"exp3","raw","2 squares",14,19.3473684210526,95
"exp3","raw","2 squares",15,20.75,108
"exp3","raw","2 squares",16,21.2941176470588,102
"exp3","raw","2 squares",17,21.7971014492754,138
"exp3","raw","2 squares",18,22.9754098360656,122
"exp3","raw","2 squares",19,23.4477611940299,134
"exp3","raw","2 squares",20,24.3478260869565,115
"exp3","raw","2 squares",21,25.2380952380952,126
"exp3","raw","2 squares",22,25.6129032258065,124
"exp3","raw","2 squares",23,26.7706422018349,109
"exp3","raw","2 squares",24,27.4495412844037,109
"exp3","raw","2 squares",25,28.5959595959596,99
"exp3","raw","2 squares",26,29.2391304347826,92
"exp3","raw","2 squares",27,29.8571428571429,91
"exp3","raw","2 squares",28,30.6470588235294,85
"exp3","raw","2 squares",29,30.2676056338028,71
"exp3","raw","2 squares",30,32,73
"exp3","raw","2 squares",31,31.7826086956522,46
"exp3","raw","2 squares",32,31.9180327868852,61
"exp3","raw","2 squares",33,32.26,50
"exp3","raw","2 squares",34,32.14,50
"exp3","raw","2 squares",35,32.7037037037037,27
"exp3","raw","2 squares",36,32.625,24
"exp3","raw","2 squares",37,33.2105263157895,19
"exp3","raw","2 squares",38,33.4,5
"exp3","raw","2 squares",39,31.7692307692308,13
"exp3","raw","2 squares",40,32.1666666666667,6
"exp3","raw","2 squares",41,35.6666666666667,3
"exp3","raw","2 squares",42,33.6,5
"exp3","raw","2 squares",43,32,1
"exp3","raw","2 squares",44,36,1
"exp3","raw","2 squares",45,32,1
"exp3","raw","2 squares",48,32.75,4
"exp3","raw","10 squares",4,24.2,1
"exp3","raw","10 squares",5,16.7,4
"exp3","raw","10 squares",6,18.075,8
"exp3","raw","10 squares",7,16.5333333333333,9
"exp3","raw","10 squares",8,15.7833333333333,12
"exp3","raw","10 squares",9,18.7238095238095,21
"exp3","raw","10 squares",10,17.5333333333333,24
"exp3","raw","10 squares",11,17.075,40
"exp3","raw","10 squares",12,18.872131147541,61
"exp3","raw","10 squares",13,19.237037037037,81
"exp3","raw","10 squares",14,18.0833333333333,60
"exp3","raw","10 squares",15,19.3609195402299,87
"exp3","raw","10 squares",16,20.2,85
"exp3","raw","10 squares",17,20.2188679245283,106
"exp3","raw","10 squares",18,21.2169491525424,118
"exp3","raw","10 squares",19,21.5057851239669,121
"exp3","raw","10 squares",20,22.4347826086957,115
"exp3","raw","10 squares",21,23.7151515151515,132
"exp3","raw","10 squares",22,24.1044117647059,136
"exp3","raw","10 squares",23,25.5181818181818,132
"exp3","raw","10 squares",24,26.5482142857143,112
"exp3","raw","10 squares",25,26.6191176470588,136
"exp3","raw","10 squares",26,26.54,100
"exp3","raw","10 squares",27,27.5361344537815,119
"exp3","raw","10 squares",28,28.8396396396396,111
"exp3","raw","10 squares",29,28.5838383838384,99
"exp3","raw","10 squares",30,30.575,96
"exp3","raw","10 squares",31,29.7822784810127,79
"exp3","raw","10 squares",32,32.0115942028986,69
"exp3","raw","10 squares",33,30.45,64
"exp3","raw","10 squares",34,32.4173913043478,46
"exp3","raw","10 squares",35,31.8938775510204,49
"exp3","raw","10 squares",36,31.7116279069767,43
"exp3","raw","10 squares",37,32.7294117647059,34
"exp3","raw","10 squares",38,33.4105263157895,19
"exp3","raw","10 squares",39,32.0666666666667,15
"exp3","raw","10 squares",40,33.7833333333333,12
"exp3","raw","10 squares",41,32,5
"exp3","raw","10 squares",42,33.8666666666667,6
"exp3","raw","10 squares",43,32.8,5
"exp3","raw","10 squares",44,34.5333333333333,3
"exp3","raw","10 squares",45,34.2,1
"exp3","raw","10 squares",48,34.7,2
"exp3","raw","20 squares",2,13,2
"exp3","raw","20 squares",3,12.5,1
"exp3","raw","20 squares",4,13.8333333333333,3
"exp3","raw","20 squares",5,15.3888888888889,9
"exp3","raw","20 squares",6,14.4,10
"exp3","raw","20 squares",7,14.7631578947368,19
"exp3","raw","20 squares",8,15.0714285714286,21
"exp3","raw","20 squares",9,17.2916666666667,24
"exp3","raw","20 squares",10,16.2441860465116,43
"exp3","raw","20 squares",11,15.5877192982456,57
"exp3","raw","20 squares",12,16.609375,64
"exp3","raw","20 squares",13,17.8529411764706,85
"exp3","raw","20 squares",14,17.4545454545455,88
"exp3","raw","20 squares",15,18.9059405940594,101
"exp3","raw","20 squares",16,18.8676470588235,136
"exp3","raw","20 squares",17,19.2289719626168,107
"exp3","raw","20 squares",18,20.4,120
"exp3","raw","20 squares",19,20.1929824561403,114
"exp3","raw","20 squares",20,22.1434782608696,115
"exp3","raw","20 squares",21,22.0241935483871,124
"exp3","raw","20 squares",22,23.240157480315,127
"exp3","raw","20 squares",23,24.4779411764706,136
"exp3","raw","20 squares",24,24.4928057553957,139
"exp3","raw","20 squares",25,24.6274509803922,102
"exp3","raw","20 squares",26,26.9716981132075,106
"exp3","raw","20 squares",27,27.469696969697,99
"exp3","raw","20 squares",28,27.683908045977,87
"exp3","raw","20 squares",29,28.3717948717949,78
"exp3","raw","20 squares",30,29.1447368421053,76
"exp3","raw","20 squares",31,29.0357142857143,56
"exp3","raw","20 squares",32,29.0633802816901,71
"exp3","raw","20 squares",33,30.0686274509804,51
"exp3","raw","20 squares",34,30.96875,32
"exp3","raw","20 squares",35,30.8513513513514,37
"exp3","raw","20 squares",36,30.4230769230769,26
"exp3","raw","20 squares",37,30.95,20
"exp3","raw","20 squares",38,30.14,25
"exp3","raw","20 squares",39,30.9166666666667,12
"exp3","raw","20 squares",40,31.9285714285714,7
"exp3","raw","20 squares",41,32.2142857142857,7
"exp3","raw","20 squares",42,33.5,5
"exp3","raw","20 squares",43,30.6666666666667,6
"exp3","raw","20 squares",44,32,2
"exp3","raw","20 squares",45,30.8333333333333,3
"exp3","raw","20 squares",46,33.5,2
"exp3","raw","20 squares",48,31.1,5
"exp3","shift_removed","2 squares",6,14,1
"exp3","shift_removed","2 squares",7,19.5,2
"exp3","shift_removed","2 squares",8,15,1
"exp3","shift_removed","2 squares",9,16.375,8
"exp3","shift_removed","2 squares",10,17.421052631579,19
"exp3","shift_removed","2 squares",11,16.9545454545455,22
"exp3","shift_removed","2 squares",12,16.96,25
"exp3","shift_removed","2 squares",13,16.8444444444444,45
"exp3","shift_removed","2 squares",14,17.265306122449,49
"exp3","shift_removed","2 squares",15,18.4912280701754,57
"exp3","shift_removed","2 squares",16,18.3058823529412,85
"exp3","shift_removed","2 squares",17,18.4166666666667,96
"exp3","shift_removed","2 squares",18,19.1505376344086,93
"exp3","shift_removed","2 squares",19,19.9,120
"exp3","shift_removed","2 squares",20,20.4029850746269,134
"exp3","shift_removed","2 squares",21,20.6842105263158,114
