"level","band","n_trials","p","inward_skew"
"2 squares","14-17",436,NA,0
"2 squares","32+",550,NA,0
"10 squares","14-17",351,NA,-0.125669583629514
"10 squares","32+",646,NA,0.125669583629516
"20 squares","14-17",579,NA,0.398497370398196
"20 squares","32+",394,NA,-0.398497370398196
