"experiment","zone","level","n_trials","sd_report","bias"
"exp2","high (>= 32)","2 squares",1137,6.01955597277104,-4.2014072119613
"exp2","high (>= 32)","10 squares",1096,6.02161531077574,-3.01733576642336
"exp2","high (>= 32)","20 squares",1096,6.14260880764296,-4.61952554744526
"exp2","low (<= 17)","2 squares",804,4.54828363083309,-1.35074626865672
"exp2","low (<= 17)","10 squares",851,5.25766505981418,1.57696827262045
"exp2","low (<= 17)","20 squares",871,5.23318056843501,-0.722158438576349
"exp2","middle","2 squares",3071,5.13470202217864,-3.15825464018235
"exp2","middle","10 squares",3072,5.61983277538632,-1.11263020833333
"exp2","middle","20 squares",3036,5.81761322100743,-2.67918313570487
