"experiment","version","band","level","n_trials","n_participants","mean_report","sd_report","mean_objective","sd_objective","gap"
"exp2","raw","extreme low (1-9)","2 squares",189,90,7.84656084656085,1.53773504439378,17.0582010582011,3.19604125838795,9.21164021164021
"exp2","raw","extreme low (1-9)","10 squares",95,50,7.21052631578947,1.89003397944297,17.8526315789474,4.7489493150448,10.6421052631579
"exp2","raw","extreme low (1-9)","20 squares",209,77,7.42583732057416,1.6306860260994,17.1674641148325,3.56744006740455,9.74162679425837
"exp2","raw","low (10-14)","2 squares",695,153,12.3697841726619,1.33343474690171,18.6057553956835,3.99531010695608,6.23597122302158
"exp2","raw","low (10-14)","10 squares",433,136,12.5427251732102,1.33112628471888,18.3879907621247,4.04225870576821,5.84526558891455
"exp2","raw","low (10-14)","20 squares",650,146,12.3184615384615,1.38841700858773,18.9338461538462,4.25861863072221,6.61538461538462
"exp2","raw","high (36-40)","2 squares",209,92,37.5358851674641,1.31920150171788,32.9234449760766,3.58333155013038,4.61244019138756
"exp2","raw","high (36-40)","10 squares",279,90,37.673835125448,1.36939701640756,32.1075268817204,3.66824512252808,5.5663082437276
"exp2","raw","high (36-40)","20 squares",219,84,37.5616438356164,1.39118754666516,32.1963470319635,3.67645438838048,5.36529680365297
"exp2","raw","extreme high (41-50)","2 squares",48,27,42.8541666666667,1.90173026851454,33.625,2.60625271059607,9.22916666666667
"exp2","raw","extreme high (41-50)","10 squares",77,38,42.7142857142857,2.01218095121963,33.9090909090909,2.67631825944474,8.8051948051948
"exp2","raw","extreme high (41-50)","20 squares",48,26,42.4166666666667,1.67374383933633,33.6875,2.00166154386055,8.72916666666667
"exp2","shift_removed","extreme low (1-9)","2 squares",42,26,7.45238095238095,1.7970488131104,15.952380952381,2.57523270037714,8.5
"exp2","shift_removed","extreme low (1-9)","10 squares",64,39,7.21875,2.05069674570794,17.203125,4.13724733079743,9.984375
"exp2","shift_removed","extreme low (1-9)","20 squares",53,31,7.49056603773585,1.63639662191322,16.5094339622642,2.87978792962149,9.0188679245283
"exp2","shift_removed","low (10-14)","2 squares",274,110,12.6313868613139,1.22514867602326,17.507299270073,3.40247991947301,4.87591240875913
"exp2","shift_removed","low (10-14)","10 squares",230,109,12.5521739130435,1.3394809544238,16.9739130434783,3.18966910322039,4.42173913043478
"exp2","shift_removed","low (10-14)","20 squares",267,106,12.6367041198502,1.34298553565105,17.2734082397004,3.12463002231029,4.63670411985019
"exp2","shift_removed","high (36-40)","2 squares",348,134,37.6206896551724,1.34306955674092,33.2183908045977,3.03837241185377,4.40229885057471
"exp2","shift_removed","high (36-40)","10 squares",273,108,37.4871794871795,1.40142407640607,33.1025641025641,2.91996688962405,4.38461538461538
"exp2","shift_removed","high (36-40)","20 squares",306,127,37.4019607843137,1.35689958014152,32.6830065359477,3.43761813936457,4.71895424836601
"exp2","shift_removed","extreme high (41-50)","2 squares",87,57,42.5747126436782,1.80201556344133,34.0229885057471,2.32267393768402,8.55172413793103
"exp2","shift_removed","extreme high (41-50)","10 squares",55,38,42.4181818181818,1.69630217751469,34.0181818181818,2.46073542974836,8.4
"exp2","shift_removed","extreme high (41-50)","20 squares",79,49,42.4936708860759,1.61621128443542,33.7594936708861,2.50750253661153,8.73417721518987
