"experiment","version","segment","n_participants","lowest_minus_highest","p"
"exp2","raw","low",142,0.299124246783676,0.0907052266267265
"exp2","raw","mid",163,0.00533519233465389,0.766419310398223
"exp2","raw","high",68,-0.388871125038394,0.357759414597983
"exp2","shift_removed","low",87,-0.348698642404099,0.478325395876669
"exp2","shift_removed","mid",163,0.00803766757920064,0.624852313679741
"exp2","shift_removed","high",114,-0.0459990787303871,0.858490836120341
