"term","b","SE","t","p"
"(Intercept)",1.11946313039398,0.0633279465803052,17.6772371574437,7.00071678012227e-15
"item_sd",-0.0619615126593521,0.0109183622936843,-5.67498229063106,8.88752859922584e-06
"experimentexp2",0.00552253596722285,0.0407976782298547,0.135363976746637,0.893501818257101
"experimentexp3",-0.00178370586432127,0.0457556976176302,-0.0389832514242769,0.969240147765882
"experimentexp4",0.120086461947491,0.0425957572307205,2.81921181250614,0.00973041680238952
"experimentshort_exposure",0.0684675743022453,0.0508771124657565,1.34574410739855,0.191502005061638
