"experiment","model","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp1","combined","overall",0.607049241365057,0.00967814853527922,3965.79288260889,0.588074627754408,0.626023854975706,62.7236954622275,0
"exp1","experience","overall",0.618733107879994,0.0135536557644334,1894.9488226183,0.592151452351259,0.64531476340873,45.6506435336533,1.43415945488707e-307
"exp1","average","overall",0.590495653815959,0.0138368187371206,2081.1930104816,0.563360206356756,0.617631101275162,42.6756803738284,2.01439323965941e-286
