"participant_id","condition","array_length","n_trials","r","z"
"average.55ec49b67480920010aaa4e8","average","2",24,0.841344349810089,1.22575753857337
"average.55ec49b67480920010aaa4e8","average","6",23,0.861473722307236,1.29903186927052
"average.55ec49b67480920010aaa4e8","average","8",23,0.858116122189645,1.28615472737779
"average.55ec49b67480920010aaa4e8","average","12",21,0.858674325460229,1.28827590441504
"average.581e0aee4182b600017307ea","average","2",23,0.644400681449404,0.76566334106437
"average.581e0aee4182b600017307ea","average","6",24,0.797925642300455,1.09287656065133
"average.581e0aee4182b600017307ea","average","8",23,0.653209285216535,0.780876114282981
"average.581e0aee4182b600017307ea","average","12",22,0.332797258340536,0.345970627052554
"average.5a8b61fcf1408d000176b02f","average","2",24,0.774729543887554,1.03205080657234
"average.5a8b61fcf1408d000176b02f","average","6",21,0.757726665348991,0.990855007447368
"average.5a8b61fcf1408d000176b02f","average","8",22,0.762377261588346,1.00186730507558
"average.5a8b61fcf1408d000176b02f","average","12",24,0.432304479765406,0.462727365693346
"average.5dd42e7f35cf744223c60d1b","average","2",24,0.799608791377902,1.09752654152115
"average.5dd42e7f35cf744223c60d1b","average","6",24,0.844148367080943,1.23543418829423
"average.5dd42e7f35cf744223c60d1b","average","8",22,0.805620330636638,1.11442309005728
"average.5dd42e7f35cf744223c60d1b","average","12",23,0.893200569891108,1.43753575429964
"average.5e2f4ab6fb987e078bf5f68e","average","2",24,0.800039435121722,1.09872184027373
"average.5e2f4ab6fb987e078bf5f68e","average","6",24,0.773398072366198,1.02872897232408
"average.5e2f4ab6fb987e078bf5f68e","average","8",22,0.70037205873351,0.868030427489146
"average.5e2f4ab6fb987e078bf5f68e","average","12",22,0.743258668263623,0.957721175908605
"average.615921b85071b9caef6148d8","average","2",24,0.850861430200815,1.25926528761308
"average.615921b85071b9caef6148d8","average","6",23,0.814602503125054,1.14055978217206
"average.615921b85071b9caef6148d8","average","8",24,0.934104171640493,1.68966220047725
"average.615921b85071b9caef6148d8","average","12",22,0.948716661950231,1.81878020387773
"average.62cd43d66c2dd7ae9ab53ae7","average","2",23,0.316735177041214,0.328014040857937
"average.62cd43d66c2dd7ae9ab53ae7","average","6",23,0.405085215911117,0.429717528276324
"average.62cd43d66c2dd7ae9ab53ae7","average","8",22,0.632375403113249,0.745364617574868
"average.62cd43d66c2dd7ae9ab53ae7","average","12",24,0.118465126106125,0.119024019118016
"average.6422f34be2b8257efb345837","average","2",24,0.731453061178816,0.931845268671186
"average.6422f34be2b8257efb345837","average","6",23,0.732522642858819,0.934149441948827
"average.6422f34be2b8257efb345837","average","8",24,0.68928450016807,0.846591321811543
"average.6422f34be2b8257efb345837","average","12",24,0.638717382567601,0.756004302604953
"average.661415341b1fdb1844c6f6a6","average","2",24,0.73134047777632,0.931603184418062
"average.661415341b1fdb1844c6f6a6","average","6",24,0.671166244353648,0.812862345259901
"average.661415341b1fdb1844c6f6a6","average","8",24,0.656356840405373,0.786386001425377
"average.661415341b1fdb1844c6f6a6","average","12",23,0.882418131421847,1.38658881231163
"average.66ba25f31c96638d878c9235","average","2",23,0.838648057759662,1.21659893673086
"average.66ba25f31c96638d878c9235","average","6",24,0.842699552870715,1.23041463555298
"average.66ba25f31c96638d878c9235","average","8",24,0.681046038436515,0.831062374655397
"average.66ba25f31c96638d878c9235","average","12",21,0.824751103978888,1.17149582444554
"average.66df49caa6df07d77078a5fd","average","2",22,0.843738040329197,1.23400825294276
"average.66df49caa6df07d77078a5fd","average","6",24,0.752287590405806,0.978204486634803
"average.66df49caa6df07d77078a5fd","average","8",23,0.545663634217564,0.612185408154409
