"experiment","model","term","b","SE","df","t","p"
"exp1","combined","(Intercept)",25.3639409752736,0.115911002425288,42.8046413539921,218.822548718982,6.7054375905575e-67
"exp1","combined","resp_c",0.607049241365057,0.00967814853527922,3965.79288260889,62.7236954622275,0
"exp1","combined","array_length1",1.10587350875443,0.173984508719872,43.9574458882574,6.35616076908877,1.01390930287014e-07
"exp1","combined","array_length2",0.0479329996138615,0.139748312686499,41.7151605039305,0.342995193948358,0.733324601926731
"exp1","combined","array_length3",-0.321105432861852,0.149665709663643,41.5539010512699,-2.14548431690533,0.0378046066923088
"exp1","combined","condition1",0.049148639817746,0.115911002425288,42.8046413551246,0.424020488041465,0.673674282778234
"exp1","combined","resp_c:array_length1",0.0274569588661558,0.0166288206083524,3854.62899574639,1.65116694159083,0.0987859510225872
"exp1","combined","resp_c:array_length2",-0.00468606022612775,0.0165484854048656,3932.5729579418,-0.283171547817297,0.77706024239958
"exp1","combined","resp_c:array_length3",-0.0186017395816717,0.0170738621736513,3843.73827733462,-1.0894863383856,0.276007775044813
"exp1","combined","resp_c:condition1",-0.0140962281710444,0.00967814853527922,3965.79288168992,-1.45650049900145,0.145333476257522
"exp1","combined","array_length1:condition1",0.0383223062713297,0.173984508719872,43.9574458918434,0.220262749559108,0.826686325987976
"exp1","combined","array_length2:condition1",-0.0758382151412697,0.139748312686499,41.7151604980543,-0.542677143525873,0.590239931719035
"exp1","combined","array_length3:condition1",0.0142628801097231,0.149665709663643,41.5539010688984,0.0952982492902169,0.924536024560864
"exp1","combined","resp_c:array_length1:condition1",-0.035405827169396,0.0166288206083524,3854.62899136445,-2.12918450461919,0.0333022071312215
"exp1","combined","resp_c:array_length2:condition1",0.00649790518399034,0.0165484854048656,3932.57295767281,0.392658604398915,0.694592930008846
"exp1","combined","resp_c:array_length3:condition1",0.0118250523875591,0.0170738621736513,3843.738277569,0.692582162564701,0.488613646648427
"exp1","experience","(Intercept)",25.3161476859411,0.152297443266185,20.5471707657055,166.228317055156,1.2433047669756e-33
"exp1","experience","resp_c",0.618733107879994,0.0135536557644334,1894.9488226183,45.6506435336533,1.43415945488707e-307
"exp1","experience","array_length1",1.05994698519224,0.189035658847303,1895.69526155136,5.60712720370093,2.35929251768082e-08
"exp1","experience","array_length2",0.123842487647634,0.1830488125207,1895.62942809446,0.676554444370568,0.498771232196991
"exp1","experience","array_length3",-0.335410027670835,0.185062655616471,1895.90424173285,-1.81241335024365,0.0700804714743084
"exp1","experience","resp_c:array_length1",0.059844221103988,0.0239421291466831,1914.22121618271,2.49953630846063,0.012518739712377
"exp1","experience","resp_c:array_length2",-0.00954428730925628,0.0233002856423038,1906.58595913267,-0.409621043096902,0.682129973373782
"exp1","experience","resp_c:array_length3",-0.0301031653871257,0.0240078361408319,1911.8074318503,-1.25388915562977,0.210035595856947
"exp1","average","(Intercept)",25.4090498656546,0.173276466620622,22.2798323975037,146.638781140928,9.33841964448884e-35
"exp1","average","resp_c",0.590495653815959,0.0138368187371206,2081.1930104816,42.6756803738284,2.01439323965941e-286
"exp1","average","array_length1",1.14130822982167,0.183342743411279,2082.10672466759,6.22499810238717,5.80708138432201e-10
"exp1","average","array_length2",-0.027005747704928,0.180332804055357,2081.88779229106,-0.149755047876026,0.880972381650984
"exp1","average","array_length3",-0.308531042760143,0.181565645421697,2082.09108239688,-1.69928095176575,0.089415638783715
"exp1","average","resp_c:array_length1",-0.00990449224244945,0.0232180649364963,2098.35070980096,-0.426585603474675,0.669724944818733
"exp1","average","resp_c:array_length2",0.00365774549063378,0.0236434268085346,2092.44531356703,0.154704540938771,0.877069170236901
"exp1","average","resp_c:array_length3",-0.00751076424479201,0.0245647949979291,2096.11541977601,-0.305753182366276,0.759822938723803
