"participant_id","condition","array_length","n_sides","n_low","n_high","inward_low","inward_high","inward"
"average.55ec49b67480920010aaa4e8","average","2",2,5,8,-6.4,4.5,-0.95
"average.55ec49b67480920010aaa4e8","average","6",2,5,7,-1,-0.857142857142857,-0.928571428571429
"average.55ec49b67480920010aaa4e8","average","8",2,5,5,-3.4,1.6,-0.9
"average.55ec49b67480920010aaa4e8","average","12",2,9,5,0.6666666666667,0.1333333333333,0.4
"average.581e0aee4182b600017307ea","average","2",2,8,6,0.875,8.33333333333333,4.60416666666667
"average.581e0aee4182b600017307ea","average","6",2,4,6,4.5,1.5,3
"average.581e0aee4182b600017307ea","average","8",2,5,5,4,4.2,4.1
"average.581e0aee4182b600017307ea","average","12",2,3,7,8.6666666666667,2.61904761904759,5.64285714285714
"average.5a8b61fcf1408d000176b02f","average","2",2,4,7,-4.5,7.71428571428571,1.60714285714286
"average.5a8b61fcf1408d000176b02f","average","6",2,4,7,0.5,1.71428571428571,1.10714285714286
"average.5a8b61fcf1408d000176b02f","average","8",2,3,10,1,2.5,1.75
"average.5a8b61fcf1408d000176b02f","average","12",2,4,12,4.9166666666667,3.0833333333333,4
"average.5dd42e7f35cf744223c60d1b","average","2",2,4,5,-1.5,5.8,2.15
"average.5dd42e7f35cf744223c60d1b","average","6",2,11,6,2.18181818181818,3,2.59090909090909
"average.5dd42e7f35cf744223c60d1b","average","8",2,7,3,0.714285714285714,2.66666666666667,1.69047619047619
"average.5dd42e7f35cf744223c60d1b","average","12",2,6,4,2.00000000000003,0.0833333333333002,1.04166666666667
"average.5e2f4ab6fb987e078bf5f68e","average","2",2,8,5,1.625,2.6,2.1125
"average.5e2f4ab6fb987e078bf5f68e","average","6",2,7,7,1.85714285714286,-0.857142857142857,0.5
"average.5e2f4ab6fb987e078bf5f68e","average","8",2,8,3,3.5,3.33333333333333,3.41666666666667
"average.5e2f4ab6fb987e078bf5f68e","average","12",2,5,8,4.8666666666667,-0.2916666666667,2.2875
"average.615921b85071b9caef6148d8","average","2",2,1,11,-3,-0.0909090909090911,-1.54545454545455
"average.615921b85071b9caef6148d8","average","6",2,4,9,0,0.444444444444444,0.222222222222222
"average.615921b85071b9caef6148d8","average","8",2,7,6,-0.857142857142857,0.333333333333333,-0.261904761904762
"average.615921b85071b9caef6148d8","average","12",2,9,9,0.111111111111144,-1.6666666666667,-0.777777777777778
"average.62cd43d66c2dd7ae9ab53ae7","average","2",2,6,7,6.5,1.42857142857143,3.96428571428571
"average.62cd43d66c2dd7ae9ab53ae7","average","6",2,5,6,6.4,0.833333333333333,3.61666666666667
"average.62cd43d66c2dd7ae9ab53ae7","average","8",2,5,7,7,-4.42857142857143,1.28571428571429
"average.62cd43d66c2dd7ae9ab53ae7","average","12",2,9,7,12.2222222222223,-0.380952380952414,5.92063492063492
"average.6422f34be2b8257efb345837","average","2",2,5,6,-6.6,7,0.2
"average.6422f34be2b8257efb345837","average","6",2,6,5,0.166666666666667,4.6,2.38333333333333
"average.6422f34be2b8257efb345837","average","8",2,4,13,0,5.76923076923077,2.88461538461538
"average.6422f34be2b8257efb345837","average","12",2,6,9,3.6666666666667,2.66666666666663,3.16666666666667
"average.661415341b1fdb1844c6f6a6","average","2",2,4,8,2.25,2.875,2.5625
"average.661415341b1fdb1844c6f6a6","average","6",2,6,7,6.16666666666667,-0.571428571428572,2.79761904761905
"average.661415341b1fdb1844c6f6a6","average","8",2,6,6,6.33333333333333,-3.66666666666667,1.33333333333333
"average.661415341b1fdb1844c6f6a6","average","12",2,5,7,5.0666666666667,-9.23809523809527,-2.08571428571429
"average.66ba25f31c96638d878c9235","average","2",2,6,6,-4,0.833333333333334,-1.58333333333333
"average.66ba25f31c96638d878c9235","average","6",2,4,8,-3.75,0.875,-1.4375
"average.66ba25f31c96638d878c9235","average","8",2,5,3,2,2,2
"average.66ba25f31c96638d878c9235","average","12",2,4,9,0.4166666666667,-3.27639150378268e-14,0.208333333333334
"average.66df49caa6df07d77078a5fd","average","2",2,7,8,-3.42857142857143,2.875,-0.276785714285714
"average.66df49caa6df07d77078a5fd","average","6",2,10,1,0,-4,-2
"average.66df49caa6df07d77078a5fd","average","8",2,7,6,3.85714285714286,3.33333333333333,3.5952380952381
"average.66df49caa6df07d77078a5fd","average","12",2,6,8,2.50000000000003,-0.2916666666667,1.10416666666667
"average.6705565ffd67124adcd513ec","average","2",2,4,5,-1.5,6.4,2.45
"average.6705565ffd67124adcd513ec","average","6",2,7,3,1.85714285714286,5,3.42857142857143
