"comparison_set","contrast","estimate","SE","df","t.ratio","p.value","condition","array_length"
"noise_overall","X2 - X6",0.105106948511493,0.0454783872853036,42,2.31114062713167,0.111691002619233,NA,NA
"noise_overall","X2 - X8",0.194910516910092,0.0490440860489137,42,3.97419001173148,0.00149881925386486,NA,NA
"noise_overall","X2 - X12",0.105226883508891,0.0489816224460378,42,2.1482931404491,0.154787717175268,NA,NA
"noise_overall","X6 - X8",0.0898035683985987,0.0412611853118916,42,2.17646603508303,0.146523552616497,NA,NA
"noise_overall","X6 - X12",0.000119934997397486,0.0479200239437873,42,0.00250281589045482,0.999999994269071,NA,NA
"noise_overall","X8 - X12",-0.0896836334012012,0.0497697555737405,42,-1.80197054149328,0.286753817776243,NA,NA
"noise_within_condition","X2 - X6",0.0695379613780881,0.0628374221966448,42,1.10663294176,0.68748902695272,"average",NA
"noise_within_condition","X2 - X8",0.147268145314453,0.0677641430416346,42,2.17324588940748,0.147450394831568,"average",NA
"noise_within_condition","X2 - X12",0.128114160188007,0.067677837171525,42,1.89300021310241,0.246486382864635,"average",NA
"noise_within_condition","X6 - X8",0.0777301839363645,0.0570105203052172,42,1.36343579255584,0.528807560725388,"average",NA
"noise_within_condition","X6 - X12",0.0585761988099189,0.0662110280502879,42,0.884689462387289,0.812770203406754,"average",NA
"noise_within_condition","X8 - X12",-0.0191539851264455,0.0687667995786995,42,-0.278535357815001,0.992342278654143,"average",NA
"noise_within_condition","X2 - X6",0.140675935644899,0.0657616393649737,42,2.1391792693025,0.157536808878257,"experience",NA
"noise_within_condition","X2 - X8",0.242552888505732,0.0709176312585656,42,3.42020572601169,0.00738810929008737,"experience",NA
"noise_within_condition","X2 - X12",0.0823396068297747,0.070827309038035,42,1.16254038093636,0.65339010590778,"experience",NA
"noise_within_condition","X6 - X8",0.101876952860833,0.0596635753864738,42,1.70752342951156,0.332653113239813,"experience",NA
"noise_within_condition","X6 - X12",-0.0583363288151239,0.0692922401399795,42,-0.84188833695197,0.834172074253269,"experience",NA
"noise_within_condition","X8 - X12",-0.160213281675957,0.0719669476578134,42,-2.22620643073172,0.132777648514019,"experience",NA
"condition_within_noise","average - experience",-0.108863754972878,0.0923356863971102,42,-1.17899979109578,0.245034340512244,NA,"X2"
"condition_within_noise","average - experience",-0.0377257807060674,0.104467540501599,42,-0.361124427022287,0.719816664389042,NA,"X6"
"condition_within_noise","average - experience",-0.0135790117815989,0.107824420095854,42,-0.125936330281464,0.900383255976996,NA,"X8"
"condition_within_noise","average - experience",-0.15463830833111,0.111936963544779,42,-1.38147671183925,0.174437886815571,NA,"X12"
