"window","experiment","array_length","high","low"
15.7416255060378,"exp1","2",33.8608619257246,18.1192364196868
14.8637006507895,"exp1","6",32.9400336829841,18.0763330321946
14.834366850886,"exp1","8",32.6329069579029,17.7985401070169
14.871298590519,"exp1","12",32.1585933763854,17.2872947858664
