"experiment","analysis","effect","df1","df2","MSE","F","ges","p"
"exp1","matched_tail_ratio","condition",1,38,0.0501378930555494,0.00541128211605653,5.35222088140391e-05,0.941745234882501
"exp1","matched_tail_ratio","array_length",2.08786140819691,79.3387335114824,0.0398746563552256,0.500209315206462,0.00814869348765067,0.616256861645646
"exp1","matched_tail_ratio","condition:array_length",2.08786140819691,79.3387335114824,0.0398746563552256,1.03486417973724,0.0167129574774157,0.362547506657444
