"experiment","contrast","estimate","SE","df","t.ratio","p.value"
"exp1","X2 - X6",0.0157037664845312,0.0292549915839157,38,0.53678930104923,0.949497817287032
"exp1","X2 - X8",0.0400279054598134,0.029039732664101,38,1.37838408923427,0.520306550932348
"exp1","X2 - X12",0.00075927530636366,0.0449009851737376,38,0.0169099921399444,0.999998229445507
"exp1","X6 - X8",0.0243241389752822,0.0241555346889728,38,1.00697994428525,0.746316035416629
"exp1","X6 - X12",-0.0149444911781675,0.0441989445635937,38,-0.338118733959027,0.986480050692174
"exp1","X8 - X12",-0.0392686301534497,0.0464443072725135,38,-0.845499318636398,0.832384495098804
