"experiment","model","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp1","combined","resp_c",86169.5046724647,86169.5046724647,1,3965.79288260889,3934.26197243826,0
"exp1","combined","array_length",1001.7941308687,333.931376956234,3,42.9894211006453,15.2463858618729,6.7077777616963e-07
"exp1","combined","condition",3.93789384477724,3.93789384477724,1,42.8046413551246,0.179793374278922,0.673674282778234
"exp1","combined","resp_c:array_length",66.6631098202436,22.2210366067479,3,3895.92336261746,1.01455125734316,0.3850647245145
"exp1","combined","resp_c:condition",46.4634653041351,46.4634653041351,1,3965.79288168992,2.12139370359148,0.145333476257522
"exp1","combined","array_length:condition",6.85227554414798,2.28409184804933,3,42.9894211196065,0.104285335438492,0.957123496121391
"exp1","combined","resp_c:array_length:condition",102.295486064805,34.0984953549349,3,3895.92336000035,1.55684327190001,0.197758046374078
"exp1","experience","resp_c",44755.072155323,44755.072155323,1,1894.9488226183,2083.98125503668,1.43415945488707e-307
"exp1","experience","array_length",886.262612756378,295.420870918793,3,1895.74020684542,13.7560175348338,7.0843354192992e-09
"exp1","experience","resp_c:array_length",139.332147735085,46.4440492450285,3,1908.05580174793,2.16262701350886,0.0905114070705737
"exp1","average","resp_c",41745.8914094874,41745.8914094874,1,2081.1930104816,1821.21369536916,2.01439323965941e-286
"exp1","average","array_length",1039.24491478068,346.41497159356,3,2082.16033225003,15.1127612621473,9.89682192668806e-10
"exp1","average","resp_c:array_length",10.375342465375,3.45844748845833,3,2096.64288219304,0.150878846229738,0.92915405156576
