"participant_id","condition","array_length","side","n_trials","inward"
"average.55ec49b67480920010aaa4e8","average","2","high",8,4.5
"average.55ec49b67480920010aaa4e8","average","2","low",5,-6.4
"average.55ec49b67480920010aaa4e8","average","6","high",7,-0.857142857142857
"average.55ec49b67480920010aaa4e8","average","6","low",5,-1
"average.55ec49b67480920010aaa4e8","average","8","high",5,1.6
"average.55ec49b67480920010aaa4e8","average","8","low",5,-3.4
"average.55ec49b67480920010aaa4e8","average","12","high",5,0.1333333333333
"average.55ec49b67480920010aaa4e8","average","12","low",9,0.6666666666667
"average.581e0aee4182b600017307ea","average","2","high",6,8.33333333333333
"average.581e0aee4182b600017307ea","average","2","low",8,0.875
"average.581e0aee4182b600017307ea","average","6","high",6,1.5
"average.581e0aee4182b600017307ea","average","6","low",4,4.5
"average.581e0aee4182b600017307ea","average","8","high",5,4.2
"average.581e0aee4182b600017307ea","average","8","low",5,4
"average.581e0aee4182b600017307ea","average","12","high",7,2.61904761904759
"average.581e0aee4182b600017307ea","average","12","low",3,8.6666666666667
"average.5a8b61fcf1408d000176b02f","average","2","high",7,7.71428571428571
"average.5a8b61fcf1408d000176b02f","average","2","low",4,-4.5
"average.5a8b61fcf1408d000176b02f","average","6","high",7,1.71428571428571
"average.5a8b61fcf1408d000176b02f","average","6","low",4,0.5
"average.5a8b61fcf1408d000176b02f","average","8","high",10,2.5
"average.5a8b61fcf1408d000176b02f","average","8","low",3,1
"average.5a8b61fcf1408d000176b02f","average","12","high",12,3.0833333333333
"average.5a8b61fcf1408d000176b02f","average","12","low",4,4.9166666666667
"average.5dd42e7f35cf744223c60d1b","average","2","high",5,5.8
"average.5dd42e7f35cf744223c60d1b","average","2","low",4,-1.5
"average.5dd42e7f35cf744223c60d1b","average","6","high",6,3
"average.5dd42e7f35cf744223c60d1b","average","6","low",11,2.18181818181818
"average.5dd42e7f35cf744223c60d1b","average","8","high",3,2.66666666666667
"average.5dd42e7f35cf744223c60d1b","average","8","low",7,0.714285714285714
"average.5dd42e7f35cf744223c60d1b","average","12","high",4,0.0833333333333002
"average.5dd42e7f35cf744223c60d1b","average","12","low",6,2.00000000000003
"average.5e2f4ab6fb987e078bf5f68e","average","2","high",5,2.6
"average.5e2f4ab6fb987e078bf5f68e","average","2","low",8,1.625
"average.5e2f4ab6fb987e078bf5f68e","average","6","high",7,-0.857142857142857
"average.5e2f4ab6fb987e078bf5f68e","average","6","low",7,1.85714285714286
"average.5e2f4ab6fb987e078bf5f68e","average","8","high",3,3.33333333333333
"average.5e2f4ab6fb987e078bf5f68e","average","8","low",8,3.5
"average.5e2f4ab6fb987e078bf5f68e","average","12","high",8,-0.2916666666667
"average.5e2f4ab6fb987e078bf5f68e","average","12","low",5,4.8666666666667
"average.615921b85071b9caef6148d8","average","2","high",11,-0.0909090909090911
"average.615921b85071b9caef6148d8","average","2","low",1,-3
"average.615921b85071b9caef6148d8","average","6","high",9,0.444444444444444
"average.615921b85071b9caef6148d8","average","6","low",4,0
"average.615921b85071b9caef6148d8","average","8","high",6,0.333333333333333
"average.615921b85071b9caef6148d8","average","8","low",7,-0.857142857142857
"average.615921b85071b9caef6148d8","average","12","high",9,-1.6666666666667
"average.615921b85071b9caef6148d8","average","12","low",9,0.111111111111144
"average.62cd43d66c2dd7ae9ab53ae7","average","2","high",7,1.42857142857143
"average.62cd43d66c2dd7ae9ab53ae7","average","2","low",6,6.5
"average.62cd43d66c2dd7ae9ab53ae7","average","6","high",6,0.833333333333333
"average.62cd43d66c2dd7ae9ab53ae7","average","6","low",5,6.4
"average.62cd43d66c2dd7ae9ab53ae7","average","8","high",7,-4.42857142857143
"average.62cd43d66c2dd7ae9ab53ae7","average","8","low",5,7
"average.62cd43d66c2dd7ae9ab53ae7","average","12","high",7,-0.380952380952414
"average.62cd43d66c2dd7ae9ab53ae7","average","12","low",9,12.2222222222223
"average.6422f34be2b8257efb345837","average","2","high",6,7
"average.6422f34be2b8257efb345837","average","2","low",5,-6.6
"average.6422f34be2b8257efb345837","average","6","high",5,4.6
"average.6422f34be2b8257efb345837","average","6","low",6,0.166666666666667
"average.6422f34be2b8257efb345837","average","8","high",13,5.76923076923077
"average.6422f34be2b8257efb345837","average","8","low",4,0
"average.6422f34be2b8257efb345837","average","12","high",9,2.66666666666663
"average.6422f34be2b8257efb345837","average","12","low",6,3.6666666666667
"average.661415341b1fdb1844c6f6a6","average","2","high",8,2.875
"average.661415341b1fdb1844c6f6a6","average","2","low",4,2.25
"average.661415341b1fdb1844c6f6a6","average","6","high",7,-0.571428571428572
"average.661415341b1fdb1844c6f6a6","average","6","low",6,6.16666666666667
"average.661415341b1fdb1844c6f6a6","average","8","high",6,-3.66666666666667
"average.661415341b1fdb1844c6f6a6","average","8","low",6,6.33333333333333
"average.661415341b1fdb1844c6f6a6","average","12","high",7,-9.23809523809527
"average.661415341b1fdb1844c6f6a6","average","12","low",5,5.0666666666667
"average.66ba25f31c96638d878c9235","average","2","high",6,0.833333333333334
"average.66ba25f31c96638d878c9235","average","2","low",6,-4
"average.66ba25f31c96638d878c9235","average","6","high",8,0.875
"average.66ba25f31c96638d878c9235","average","6","low",4,-3.75
"average.66ba25f31c96638d878c9235","average","8","high",3,2
"average.66ba25f31c96638d878c9235","average","8","low",5,2
"average.66ba25f31c96638d878c9235","average","12","high",9,-3.27639150378268e-14
