"participant_id","condition","array_length","side","n_trials","inward"
"average.66ba25f31c96638d878c9235","average","12","low",4,0.4166666666667
"average.66df49caa6df07d77078a5fd","average","2","high",8,2.875
"average.66df49caa6df07d77078a5fd","average","2","low",7,-3.42857142857143
"average.66df49caa6df07d77078a5fd","average","6","high",1,-4
"average.66df49caa6df07d77078a5fd","average","6","low",10,0
"average.66df49caa6df07d77078a5fd","average","8","high",6,3.33333333333333
"average.66df49caa6df07d77078a5fd","average","8","low",7,3.85714285714286
"average.66df49caa6df07d77078a5fd","average","12","high",8,-0.2916666666667
"average.66df49caa6df07d77078a5fd","average","12","low",6,2.50000000000003
"average.6705565ffd67124adcd513ec","average","2","high",5,6.4
"average.6705565ffd67124adcd513ec","average","2","low",4,-1.5
"average.6705565ffd67124adcd513ec","average","6","high",3,5
"average.6705565ffd67124adcd513ec","average","6","low",7,1.85714285714286
"average.6705565ffd67124adcd513ec","average","8","high",4,7
"average.6705565ffd67124adcd513ec","average","8","low",7,2.14285714285714
"average.6705565ffd67124adcd513ec","average","12","high",5,7.7333333333333
"average.6705565ffd67124adcd513ec","average","12","low",8,2.4166666666667
"average.675c611268e0e1825a5fe25d","average","2","high",4,12.25
"average.675c611268e0e1825a5fe25d","average","2","low",7,-6.71428571428571
"average.675c611268e0e1825a5fe25d","average","6","high",4,8.75
"average.675c611268e0e1825a5fe25d","average","6","low",7,-4.42857142857143
"average.675c611268e0e1825a5fe25d","average","8","high",8,8.25
"average.675c611268e0e1825a5fe25d","average","8","low",1,-3
"average.675c611268e0e1825a5fe25d","average","12","high",7,6.47619047619044
"average.675c611268e0e1825a5fe25d","average","12","low",7,-0.904761904761872
"average.678d702b1b04e7a307fdfde5","average","2","high",8,2.75
"average.678d702b1b04e7a307fdfde5","average","2","low",5,-0.6
"average.678d702b1b04e7a307fdfde5","average","6","high",7,3.42857142857143
"average.678d702b1b04e7a307fdfde5","average","6","low",2,-3
"average.678d702b1b04e7a307fdfde5","average","8","high",4,7.25
"average.678d702b1b04e7a307fdfde5","average","8","low",4,1
"average.678d702b1b04e7a307fdfde5","average","12","high",7,2.90476190476187
"average.678d702b1b04e7a307fdfde5","average","12","low",7,3.95238095238099
"average.67c758c1c0984b56a597d24d","average","2","high",4,-3.25
"average.67c758c1c0984b56a597d24d","average","2","low",5,-1.2
"average.67c758c1c0984b56a597d24d","average","6","high",9,-1.77777777777778
"average.67c758c1c0984b56a597d24d","average","6","low",7,2.14285714285714
"average.67c758c1c0984b56a597d24d","average","8","high",4,1
"average.67c758c1c0984b56a597d24d","average","8","low",5,2.4
"average.67c758c1c0984b56a597d24d","average","12","high",12,-3.9166666666667
"average.67c758c1c0984b56a597d24d","average","12","low",3,-0.999999999999967
"average.67d4a65b95f05bc507735cb8","average","2","high",6,5.16666666666667
"average.67d4a65b95f05bc507735cb8","average","2","low",2,-9
"average.67d4a65b95f05bc507735cb8","average","6","high",9,9.33333333333333
"average.67d4a65b95f05bc507735cb8","average","6","low",3,-6.33333333333333
"average.67d4a65b95f05bc507735cb8","average","8","high",1,-3
"average.67d4a65b95f05bc507735cb8","average","8","low",5,-6
"average.67d4a65b95f05bc507735cb8","average","12","high",8,7.5833333333333
"average.67d4a65b95f05bc507735cb8","average","12","low",3,-3.3333333333333
"average.67d8b5e7ceb82869824198a2","average","2","high",7,2.85714285714286
"average.67d8b5e7ceb82869824198a2","average","2","low",3,-6
"average.67d8b5e7ceb82869824198a2","average","6","high",12,4
"average.67d8b5e7ceb82869824198a2","average","6","low",5,0.6
"average.67d8b5e7ceb82869824198a2","average","8","high",8,6
"average.67d8b5e7ceb82869824198a2","average","8","low",4,-1.75
"average.67d8b5e7ceb82869824198a2","average","12","high",8,-0.1666666666667
"average.67d8b5e7ceb82869824198a2","average","12","low",2,1.6666666666667
"average.67db3c988acf7102a0ce9138","average","2","high",7,-4
"average.67db3c988acf7102a0ce9138","average","2","low",5,1.6
"average.67db3c988acf7102a0ce9138","average","6","high",8,-0.375
"average.67db3c988acf7102a0ce9138","average","6","low",5,14
"average.67db3c988acf7102a0ce9138","average","8","high",3,4
"average.67db3c988acf7102a0ce9138","average","8","low",4,9
"average.67db3c988acf7102a0ce9138","average","12","high",11,2.15151515151512
"average.67db3c988acf7102a0ce9138","average","12","low",6,12.5
"average.67ddc16bf07d3aedfbdf9f3b","average","2","high",7,5.14285714285714
"average.67ddc16bf07d3aedfbdf9f3b","average","2","low",7,-5.57142857142857
"average.67ddc16bf07d3aedfbdf9f3b","average","6","high",7,4.42857142857143
"average.67ddc16bf07d3aedfbdf9f3b","average","6","low",8,-1.5
"average.67ddc16bf07d3aedfbdf9f3b","average","8","high",5,5.2
"average.67ddc16bf07d3aedfbdf9f3b","average","8","low",6,-0.333333333333334
"average.67ddc16bf07d3aedfbdf9f3b","average","12","high",10,2.8333333333333
"average.67ddc16bf07d3aedfbdf9f3b","average","12","low",3,-1.66666666666663
"average.67e0706e6c8edde0a06d4069","average","2","high",5,-1.2
"average.67e0706e6c8edde0a06d4069","average","2","low",8,0.75
"average.67e0706e6c8edde0a06d4069","average","6","high",6,2.33333333333333
"average.67e0706e6c8edde0a06d4069","average","6","low",7,3
"average.67e0706e6c8edde0a06d4069","average","8","high",6,7.66666666666667
"average.67e0706e6c8edde0a06d4069","average","8","low",6,3.16666666666667
"average.67e0706e6c8edde0a06d4069","average","12","high",7,7.19047619047616
"average.67e0706e6c8edde0a06d4069","average","12","low",9,0.888888888888922
"average.67e413ce38b79c273d9563dd","average","2","high",4,1
"average.67e413ce38b79c273d9563dd","average","2","low",6,8.16666666666667
"average.67e413ce38b79c273d9563dd","average","6","high",7,0.857142857142857
"average.67e413ce38b79c273d9563dd","average","6","low",5,8
"average.67e413ce38b79c273d9563dd","average","8","high",8,-0.625
"average.67e413ce38b79c273d9563dd","average","8","low",4,10.5
"average.67e413ce38b79c273d9563dd","average","12","high",2,-4.1666666666667
"average.67e413ce38b79c273d9563dd","average","12","low",6,9.83333333333337
"average.67eaa46b7bb6cbefdcbde74c","average","2","high",7,4.71428571428571
"average.67eaa46b7bb6cbefdcbde74c","average","2","low",3,-4.33333333333333
"average.67eaa46b7bb6cbefdcbde74c","average","6","high",5,-5.8
"average.67eaa46b7bb6cbefdcbde74c","average","6","low",8,-4.625
"average.67eaa46b7bb6cbefdcbde74c","average","8","high",4,-6.5
"average.67eaa46b7bb6cbefdcbde74c","average","8","low",9,-5.66666666666667
"average.67eaa46b7bb6cbefdcbde74c","average","12","high",5,5.9333333333333
"average.67eaa46b7bb6cbefdcbde74c","average","12","low",4,0.6666666666667
"average.67ef42807f408cca62ea4bb0","average","2","high",10,1.7
"average.67ef42807f408cca62ea4bb0","average","2","low",4,3.75
"average.67ef42807f408cca62ea4bb0","average","6","high",9,2
"average.67ef42807f408cca62ea4bb0","average","6","low",4,1.25
"average.67ef42807f408cca62ea4bb0","average","8","high",8,-5.75
"average.67ef42807f408cca62ea4bb0","average","8","low",4,0
"average.67ef42807f408cca62ea4bb0","average","12","high",8,-0.4166666666667
"average.67ef42807f408cca62ea4bb0","average","12","low",5,6.8666666666667
"experience.58ee956a575c01000180b080","experience","2","high",3,7
"experience.58ee956a575c01000180b080","experience","2","low",10,-1
"experience.58ee956a575c01000180b080","experience","6","high",7,4.28571428571429
"experience.58ee956a575c01000180b080","experience","6","low",7,-0.857142857142857
"experience.58ee956a575c01000180b080","experience","8","high",9,4.22222222222222
"experience.58ee956a575c01000180b080","experience","8","low",5,-0.4
"experience.58ee956a575c01000180b080","experience","12","high",7,4.76190476190473
"experience.58ee956a575c01000180b080","experience","12","low",6,-0.499999999999967
"experience.5b523bdc608e18000184d8a6","experience","2","high",7,3.14285714285714
"experience.5b523bdc608e18000184d8a6","experience","2","low",7,-3.57142857142857
"experience.5b523bdc608e18000184d8a6","experience","6","high",7,0.571428571428572
"experience.5b523bdc608e18000184d8a6","experience","6","low",4,-0.5
"experience.5b523bdc608e18000184d8a6","experience","8","high",4,6.25
"experience.5b523bdc608e18000184d8a6","experience","8","low",9,-0.888888888888889
"experience.5b523bdc608e18000184d8a6","experience","12","high",9,3.77777777777774
"experience.5b523bdc608e18000184d8a6","experience","12","low",7,-2.90476190476187
"experience.62b628e4351d179f1ff6cc59","experience","2","high",7,-3
"experience.62b628e4351d179f1ff6cc59","experience","2","low",4,-0.75
"experience.62b628e4351d179f1ff6cc59","experience","6","high",5,-3
"experience.62b628e4351d179f1ff6cc59","experience","6","low",8,-2
"experience.62b628e4351d179f1ff6cc59","experience","8","high",6,-4
"experience.62b628e4351d179f1ff6cc59","experience","8","low",3,-0.333333333333333
"experience.62b628e4351d179f1ff6cc59","experience","12","high",10,-4.6666666666667
"experience.62b628e4351d179f1ff6cc59","experience","12","low",3,-2.99999999999997
"experience.636da58a0d76bbb9167dbf3e","experience","2","high",7,2.28571428571429
"experience.636da58a0d76bbb9167dbf3e","experience","2","low",5,-0.4
"experience.636da58a0d76bbb9167dbf3e","experience","6","high",4,1.75
"experience.636da58a0d76bbb9167dbf3e","experience","6","low",2,-0.5
"experience.636da58a0d76bbb9167dbf3e","experience","8","high",6,0.166666666666667
"experience.636da58a0d76bbb9167dbf3e","experience","8","low",7,1.28571428571429
"experience.636da58a0d76bbb9167dbf3e","experience","12","high",6,0.999999999999967
"experience.636da58a0d76bbb9167dbf3e","experience","12","low",6,3.1666666666667
"experience.653703627539f3a8b2ed4af3","experience","2","high",5,7.4
"experience.653703627539f3a8b2ed4af3","experience","2","low",6,-4.83333333333333
"experience.653703627539f3a8b2ed4af3","experience","6","high",4,5
"experience.653703627539f3a8b2ed4af3","experience","6","low",6,-2.66666666666667
"experience.653703627539f3a8b2ed4af3","experience","8","high",3,6.66666666666667
"experience.653703627539f3a8b2ed4af3","experience","8","low",10,-0.6
"experience.653703627539f3a8b2ed4af3","experience","12","high",4,4.8333333333333
"experience.653703627539f3a8b2ed4af3","experience","12","low",5,-2.9333333333333
"experience.653feb348f4df4e625de5909","experience","2","high",7,-1.85714285714286
"experience.653feb348f4df4e625de5909","experience","2","low",2,5.5
"experience.653feb348f4df4e625de5909","experience","6","high",3,-4.33333333333333
"experience.653feb348f4df4e625de5909","experience","6","low",8,6.75
"experience.653feb348f4df4e625de5909","experience","8","high",4,-6.25
"experience.653feb348f4df4e625de5909","experience","8","low",4,8
"experience.653feb348f4df4e625de5909","experience","12","high",2,-4.6666666666667
"experience.653feb348f4df4e625de5909","experience","12","low",8,9.4166666666667
"experience.659daa1ed4e13d6428103c1f","experience","2","high",12,6.5
"experience.659daa1ed4e13d6428103c1f","experience","2","low",3,-3.66666666666667
"experience.659daa1ed4e13d6428103c1f","experience","6","high",10,7.8
"experience.659daa1ed4e13d6428103c1f","experience","6","low",5,-1.2
"experience.659daa1ed4e13d6428103c1f","experience","8","high",7,2.57142857142857
"experience.659daa1ed4e13d6428103c1f","experience","8","low",3,3.33333333333333
"experience.659daa1ed4e13d6428103c1f","experience","12","high",8,2.5833333333333
"experience.659daa1ed4e13d6428103c1f","experience","12","low",4,0.6666666666667
"experience.663299ea88551960f4132bb7","experience","2","high",2,-3.5
"experience.663299ea88551960f4132bb7","experience","2","low",9,0.666666666666667
"experience.663299ea88551960f4132bb7","experience","6","high",7,-4.57142857142857
"experience.663299ea88551960f4132bb7","experience","6","low",5,2.2
"experience.663299ea88551960f4132bb7","experience","8","high",9,-5.88888888888889
"experience.663299ea88551960f4132bb7","experience","8","low",4,4
"experience.663299ea88551960f4132bb7","experience","12","high",7,-5.38095238095241
"experience.663299ea88551960f4132bb7","experience","12","low",9,3.6666666666667
"experience.66a337531d9c242e4a71267a","experience","2","high",8,10.875
"experience.66a337531d9c242e4a71267a","experience","2","low",7,-3.85714285714286
"experience.66a337531d9c242e4a71267a","experience","6","high",10,6.7
"experience.66a337531d9c242e4a71267a","experience","6","low",7,1.28571428571429
"experience.66a337531d9c242e4a71267a","experience","8","high",6,6.5
"experience.66a337531d9c242e4a71267a","experience","8","low",9,0.111111111111111
"experience.66a337531d9c242e4a71267a","experience","12","high",6,1.49999999999997
"experience.66a337531d9c242e4a71267a","experience","12","low",5,-1.5333333333333
"experience.66a9f9fffd341dfea501d53b","experience","2","high",7,2.71428571428571
"experience.66a9f9fffd341dfea501d53b","experience","2","low",4,2.75
"experience.66a9f9fffd341dfea501d53b","experience","6","high",6,-2.16666666666667
"experience.66a9f9fffd341dfea501d53b","experience","6","low",6,4.5
"experience.66a9f9fffd341dfea501d53b","experience","8","high",3,-1.66666666666667
"experience.66a9f9fffd341dfea501d53b","experience","8","low",5,7
"experience.66a9f9fffd341dfea501d53b","experience","12","high",9,-2.33333333333337
"experience.66a9f9fffd341dfea501d53b","experience","12","low",4,3.4166666666667
"experience.66ea6bd034571ff4a00f2171","experience","2","high",6,1.66666666666667
"experience.66ea6bd034571ff4a00f2171","experience","2","low",3,-8
"experience.66ea6bd034571ff4a00f2171","experience","6","high",8,1.625
"experience.66ea6bd034571ff4a00f2171","experience","6","low",5,-3.4
"experience.66ea6bd034571ff4a00f2171","experience","8","high",7,-0.714285714285714
"experience.66ea6bd034571ff4a00f2171","experience","8","low",5,2.2
"experience.66ea6bd034571ff4a00f2171","experience","12","high",6,0.166666666666634
"experience.66ea6bd034571ff4a00f2171","experience","12","low",7,4.52380952380956
"experience.671d0d96e4bdbdca47815da2","experience","2","high",6,4.16666666666667
"experience.671d0d96e4bdbdca47815da2","experience","2","low",8,-2.875
"experience.671d0d96e4bdbdca47815da2","experience","6","high",8,1.375
"experience.671d0d96e4bdbdca47815da2","experience","6","low",8,-0.625
"experience.671d0d96e4bdbdca47815da2","experience","8","high",7,1
"experience.671d0d96e4bdbdca47815da2","experience","8","low",5,-3
"experience.671d0d96e4bdbdca47815da2","experience","12","high",8,-4.6666666666667
"experience.671d0d96e4bdbdca47815da2","experience","12","low",10,1.8666666666667
"experience.678f6e1f6a3d68ee8c1533f5","experience","2","high",6,2.33333333333333
"experience.678f6e1f6a3d68ee8c1533f5","experience","2","low",7,1.71428571428571
"experience.678f6e1f6a3d68ee8c1533f5","experience","6","high",4,2
"experience.678f6e1f6a3d68ee8c1533f5","experience","6","low",3,5.33333333333333
"experience.678f6e1f6a3d68ee8c1533f5","experience","8","high",10,1.8
"experience.678f6e1f6a3d68ee8c1533f5","experience","8","low",7,7.42857142857143
"experience.678f6e1f6a3d68ee8c1533f5","experience","12","high",10,0.0333333333333003
"experience.678f6e1f6a3d68ee8c1533f5","experience","12","low",7,7.6666666666667
"experience.67ad12becac3e4abb99c57b0","experience","2","high",4,0
"experience.67ad12becac3e4abb99c57b0","experience","2","low",5,-5
"experience.67ad12becac3e4abb99c57b0","experience","6","high",7,-0.571428571428572
"experience.67ad12becac3e4abb99c57b0","experience","6","low",7,-0.714285714285714
"experience.67ad12becac3e4abb99c57b0","experience","8","high",6,1.33333333333333
"experience.67ad12becac3e4abb99c57b0","experience","8","low",5,1
"experience.67ad12becac3e4abb99c57b0","experience","12","high",7,-6.95238095238099
"experience.67ad12becac3e4abb99c57b0","experience","12","low",5,2.8666666666667
"experience.67b6e6cd3ff52d5036ecc0f9","experience","2","high",7,4.42857142857143
"experience.67b6e6cd3ff52d5036ecc0f9","experience","2","low",3,0.333333333333334
"experience.67b6e6cd3ff52d5036ecc0f9","experience","6","high",9,4.44444444444444
"experience.67b6e6cd3ff52d5036ecc0f9","experience","6","low",5,4.2
"experience.67b6e6cd3ff52d5036ecc0f9","experience","8","high",7,-2.71428571428571
"experience.67b6e6cd3ff52d5036ecc0f9","experience","8","low",5,4.8
"experience.67b6e6cd3ff52d5036ecc0f9","experience","12","high",7,-6.38095238095241
"experience.67b6e6cd3ff52d5036ecc0f9","experience","12","low",7,1.80952380952384
"experience.67d086393f43728f3325b593","experience","2","high",7,10.4285714285714
"experience.67d086393f43728f3325b593","experience","2","low",6,-2.33333333333333
"experience.67d086393f43728f3325b593","experience","6","high",6,6.66666666666667
"experience.67d086393f43728f3325b593","experience","6","low",5,3.2
"experience.67d086393f43728f3325b593","experience","8","high",4,4.25
"experience.67d086393f43728f3325b593","experience","8","low",4,5.25
"experience.67d086393f43728f3325b593","experience","12","high",9,4.55555555555552
"experience.67d086393f43728f3325b593","experience","12","low",6,2.83333333333337
"experience.67d84f3ae6e2db3ba2b69b5e","experience","2","high",4,9.5
"experience.67d84f3ae6e2db3ba2b69b5e","experience","2","low",8,3.125
"experience.67d84f3ae6e2db3ba2b69b5e","experience","6","high",9,7.44444444444444
"experience.67d84f3ae6e2db3ba2b69b5e","experience","6","low",7,4.14285714285714
"experience.67d84f3ae6e2db3ba2b69b5e","experience","8","high",7,9.85714285714286
"experience.67d84f3ae6e2db3ba2b69b5e","experience","8","low",5,4.8
"experience.67d84f3ae6e2db3ba2b69b5e","experience","12","high",5,5.9333333333333
"experience.67d84f3ae6e2db3ba2b69b5e","experience","12","low",8,5.4166666666667
"experience.67de239c06b421f44e118eaf","experience","2","high",5,-0.2
"experience.67de239c06b421f44e118eaf","experience","2","low",10,-3.9
"experience.67de239c06b421f44e118eaf","experience","6","high",10,2.1
"experience.67de239c06b421f44e118eaf","experience","6","low",4,-3.25
"experience.67de239c06b421f44e118eaf","experience","8","high",9,1.66666666666667
"experience.67de239c06b421f44e118eaf","experience","8","low",5,-0.8
"experience.67de239c06b421f44e118eaf","experience","12","high",6,-4.33333333333337
"experience.67de239c06b421f44e118eaf","experience","12","low",7,-3.76190476190473
"experience.67e6eddcf224e6f2c2da7497","experience","2","high",9,0.111111111111111
"experience.67e6eddcf224e6f2c2da7497","experience","2","low",5,-1.4
"experience.67e6eddcf224e6f2c2da7497","experience","6","high",5,0
"experience.67e6eddcf224e6f2c2da7497","experience","6","low",6,-3.33333333333333
"experience.67e6eddcf224e6f2c2da7497","experience","8","high",7,6.57142857142857
"experience.67e6eddcf224e6f2c2da7497","experience","8","low",6,-3.5
"experience.67e6eddcf224e6f2c2da7497","experience","12","high",10,0.3333333333333
"experience.67e6eddcf224e6f2c2da7497","experience","12","low",4,-0.8333333333333
"experience.67ef4c37f1e3a6b457d0e046","experience","2","high",3,3.33333333333333
"experience.67ef4c37f1e3a6b457d0e046","experience","2","low",8,-3.875
"experience.67ef4c37f1e3a6b457d0e046","experience","6","high",6,8.33333333333333
"experience.67ef4c37f1e3a6b457d0e046","experience","6","low",8,-2.5
"experience.67ef4c37f1e3a6b457d0e046","experience","8","high",7,0.714285714285714
"experience.67ef4c37f1e3a6b457d0e046","experience","8","low",5,-1.2
"experience.67ef4c37f1e3a6b457d0e046","experience","12","high",12,1.41666666666663
"experience.67ef4c37f1e3a6b457d0e046","experience","12","low",1,-5.3333333333333
"experience.67f0130f2e5e1c69ddbcfcdd","experience","2","high",7,2.57142857142857
"experience.67f0130f2e5e1c69ddbcfcdd","experience","2","low",7,2.28571428571429
"experience.67f0130f2e5e1c69ddbcfcdd","experience","6","high",8,6.25
"experience.67f0130f2e5e1c69ddbcfcdd","experience","6","low",10,4.2
"experience.67f0130f2e5e1c69ddbcfcdd","experience","8","high",9,6.77777777777778
"experience.67f0130f2e5e1c69ddbcfcdd","experience","8","low",5,7
"experience.67f0130f2e5e1c69ddbcfcdd","experience","12","high",5,4.5333333333333
"experience.67f0130f2e5e1c69ddbcfcdd","experience","12","low",6,7.33333333333337
