"comparison_set","contrast","estimate","SE","df","t.ratio","p.value","condition","array_length"
"noise_overall","X2 - X6",-0.606817248199236,0.318522353852313,42,-1.90510097913126,0.241434441297672,NA,NA
"noise_overall","X2 - X8",-1.01225549668873,0.409772286650035,42,-2.47028783953182,0.0795409799268071,NA,NA
"noise_overall","X2 - X12",-0.62302924243918,0.359966907876847,42,-1.73079588374921,0.320965817943437,NA,NA
"noise_overall","X6 - X8",-0.405438248489491,0.328861949822648,42,-1.23285241332462,0.60985965360922,NA,NA
"noise_overall","X6 - X12",-0.0162119942399446,0.375427381032136,42,-0.0431827699817048,0.999970586571727,NA,NA
"noise_overall","X8 - X12",0.389226254249547,0.403749833981109,42,0.964028270703284,0.770410782392348,NA,NA
"noise_within_condition","X2 - X6",-0.614702145680406,0.440101877459379,42,-1.39672693338406,0.508403045991293,"average",NA
"noise_within_condition","X2 - X8",-0.981975090127264,0.566181778152754,42,-1.7343813029997,0.319186787485708,"average",NA
"noise_within_condition","X2 - X12",-1.50596022335153,0.497365758050697,42,-3.0278727455098,0.0210301387640719,"average",NA
"noise_within_condition","X6 - X8",-0.367272944446858,0.45438808231653,42,-0.808280319709207,0.850180700117689,"average",NA
"noise_within_condition","X6 - X12",-0.891258077671121,0.518727471537242,42,-1.71816247755279,0.327280318128095,"average",NA
"noise_within_condition","X8 - X12",-0.523985133224263,0.557860563975952,42,-0.939276168743218,0.783971216430482,"average",NA
"noise_within_condition","X2 - X6",-0.598932350718065,0.460582562708578,42,-1.30037999527356,0.567836830679335,"experience",NA
"noise_within_condition","X2 - X8",-1.04253590325019,0.592529747534567,42,-1.75946592991834,0.306903501144202,"experience",NA
"noise_within_condition","X2 - X12",0.259901738473166,0.520511288815459,42,0.499320080193902,0.958775718535307,"experience",NA
"noise_within_condition","X6 - X8",-0.443603552532124,0.47553359378,42,-0.932854289022854,0.78744055320206,"experience",NA
"noise_within_condition","X6 - X12",0.858834089191232,0.542867096062355,42,1.58203378952366,0.399616516941844,"experience",NA
"noise_within_condition","X8 - X12",1.30243764172336,0.583821295363166,42,2.23088409427267,0.131539274230882,"experience",NA
"condition_within_noise","average - experience",-0.133301664978683,0.685211485105619,42,-0.194540908721248,0.846690337658701,NA,"X2"
"condition_within_noise","average - experience",-0.117531870016343,0.739018301512178,42,-0.159037834077788,0.874401376054816,NA,"X6"
"condition_within_noise","average - experience",-0.193862478101608,0.842759952163493,42,-0.230032855267901,0.81918295128971,NA,"X8"
"condition_within_noise","average - experience",1.63256029684601,0.795282472277175,42,2.05280558009962,0.046355621505732,NA,"X12"
