"experiment","condition","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp1","experience","meanVal_c",5692.52051532889,5692.52051532889,1,20.0407284587599,214.405518510381,3.63159675451366e-12
"exp1","experience","array_length",2823.29162855374,941.097209517914,3,1878.99040282742,35.4458863401573,2.79472622894018e-22
"exp1","experience","meanVal_c:array_length",323.895353148432,107.965117716144,3,1878.88403206293,4.06644420211225,0.00684472615036494
"exp1","average","meanVal_c",7921.1126009775,7921.1126009775,1,21.8221312484462,275.065643092802,7.46170505128937e-14
"exp1","average","array_length",2841.49276258473,947.164254194911,3,2065.48464051208,32.8908775596104,9.18253268508686e-21
"exp1","average","meanVal_c:array_length",461.236731560316,153.745577186772,3,2065.11860758043,5.33891237151897,0.00115625141834769
