"comparison_set","contrast","estimate","SE","df","t.ratio","p.value","condition","array_length"
"noise_overall","X2 - X6",-0.589388477469634,0.336201752828629,42,-1.75307972820136,0.310003379630169,NA,NA
"noise_overall","X2 - X8",-0.866616068448595,0.326366577287095,42,-2.65534564124885,0.0523414484636974,NA,NA
"noise_overall","X2 - X12",-0.628905341485265,0.26785395173865,42,-2.34794124709759,0.103440400302804,NA,NA
"noise_overall","X6 - X8",-0.277227590978961,0.345415781565292,42,-0.802590980998817,0.852817883406428,NA,NA
"noise_overall","X6 - X12",-0.0395168640156301,0.311860573267619,42,-0.126713241117912,0.99926106501475,NA,NA
"noise_overall","X8 - X12",0.237710726963331,0.363791032224747,42,0.653426571594197,0.913757272911221,NA,NA
"noise_within_condition","X2 - X6",-0.395212678412807,0.464529477556287,42,-0.85078062320581,0.829816645994052,"average",NA
"noise_within_condition","X2 - X8",-0.646206246509955,0.450940229678951,42,-1.43301973073022,0.486388064960718,"average",NA
"noise_within_condition","X2 - X12",-1.01996556240482,0.370093419251046,42,-2.75596784311625,0.0412736995728009,"average",NA
"noise_within_condition","X6 - X8",-0.250993568097148,0.477260487788148,42,-0.525904772172471,0.952344294837337,"average",NA
"noise_within_condition","X6 - X12",-0.624752883992015,0.430897304822366,42,-1.44988812183349,0.476252519771858,"average",NA
"noise_within_condition","X8 - X12",-0.373759315894867,0.502649545153216,42,-0.743578343000267,0.878864114504104,"average",NA
"noise_within_condition","X2 - X6",-0.783564276526462,0.486146931391583,42,-1.61178488627611,0.383171336816964,"experience",NA
"noise_within_condition","X2 - X8",-1.08702589038724,0.471925291055129,42,-2.3033855379034,0.11349626173608,"experience",NA
"noise_within_condition","X2 - X12",-0.237845120565707,0.387316174300937,42,-0.61408517471544,0.927029330561331,"experience",NA
"noise_within_condition","X6 - X8",-0.303461613860773,0.499470394932137,42,-0.60756676860098,0.929110972330384,"experience",NA
"noise_within_condition","X6 - X12",0.545719155960755,0.450949643898355,42,1.21015542055459,0.623961100407091,"experience",NA
"noise_within_condition","X8 - X12",0.849180769821528,0.526040963486545,42,1.61428639357902,0.381803932578528,"experience",NA
"condition_within_noise","average - experience",0.48448369550854,0.479074337153795,42,1.01129127138574,0.317667863824013,NA,"X2"
"condition_within_noise","average - experience",0.096132097394885,0.674485937192308,42,0.142526466593292,0.887345726484015,NA,"X6"
"condition_within_noise","average - experience",0.0436640516312599,0.618126831450037,42,0.0706393080022595,0.944020113554943,NA,"X8"
"condition_within_noise","average - experience",1.26660413734765,0.60622366146577,42,2.08933470904974,0.042773949398242,NA,"X12"
"band_within_noise","extreme - middle",1.48081392382635,0.388602658976609,42,3.81061191842097,0.000446331815811292,NA,"X2"
"band_within_noise","extreme - middle",1.47745325529624,0.350639346180718,42,4.21359802141191,0.00013025957508454,NA,"X6"
"band_within_noise","extreme - middle",1.25172842751168,0.474578424597055,42,2.63755864707602,0.0116588905771439,NA,"X8"
"band_within_noise","extreme - middle",1.36928325878057,0.462691348116835,42,2.95938807663811,0.00504808914781758,NA,"X12"
