"experiment","analysis","effect","df1","df2","MSE","F","ges","p"
"exp1","compression_band","condition",1,42,17.4280870722043,1.12601584869804,0.00981396910758333,0.294690808303774
"exp1","compression_band","array_length",2.75963591960692,115.904708623491,5.0932155747273,2.54425686359517,0.0177404539119246,0.064439260676667
"exp1","compression_band","condition:array_length",2.75963591960692,115.904708623491,5.0932155747273,1.49373579316895,0.0104922947614086,0.222468563029672
"exp1","compression_band","band",1,42,4.95813391841403,34.4589741121396,0.0794344650256992,6.1052896717846e-07
"exp1","compression_band","condition:band",1,42,4.95813391841403,0.0960168012189974,0.000240378015775037,0.75819531973846
"exp1","compression_band","array_length:band",2.79743473598558,117.492258911394,3.8254116909092,0.0725240875025582,0.000391817551884963,0.96894807903039
"exp1","compression_band","condition:array_length:band",2.79743473598558,117.492258911394,3.8254116909092,0.193630799344613,0.00104542285537061,0.888868360788608
