"bucket","bucket_label","array_length","condition","value","n_trials","direction"
1,"0-2","6","average",18,2,"reverse"
1,"0-2","8","average",17,1,"reverse"
1,"0-2","12","average",18.3333333333333,2,"reverse"
4,"3-5","2","average",14,1,"reverse"
4,"3-5","6","average",15.5,2,"reverse"
4,"3-5","6","experience",17,1,"reverse"
4,"3-5","8","average",17,1,"reverse"
4,"3-5","12","average",16.3333333333333,1,"reverse"
7,"6-8","2","average",18.8947368421053,19,"reverse"
7,"6-8","2","experience",16.8,10,"reverse"
7,"6-8","6","average",20.6,5,"reverse"
7,"6-8","6","experience",16.6666666666667,6,"reverse"
7,"6-8","8","average",14.3333333333333,3,"reverse"
7,"6-8","8","experience",17,7,"reverse"
7,"6-8","12","average",22.3333333333333,3,"reverse"
7,"6-8","12","experience",15.8333333333333,2,"reverse"
10,"9-11","2","average",19.4,30,"reverse"
10,"9-11","2","experience",17,29,"reverse"
10,"9-11","6","average",19.3888888888889,18,"reverse"
10,"9-11","6","experience",17.8421052631579,19,"reverse"
10,"9-11","8","average",17.6666666666667,15,"reverse"
10,"9-11","8","experience",19.2352941176471,17,"reverse"
10,"9-11","12","average",18.5555555555555,9,"reverse"
10,"9-11","12","experience",16.6666666666666,15,"reverse"
13,"12-14","2","average",19.025641025641,39,"reverse"
13,"12-14","2","experience",19.175,40,"reverse"
13,"12-14","6","average",17.8214285714286,28,"reverse"
13,"12-14","6","experience",19.2222222222222,27,"reverse"
13,"12-14","8","average",19.3703703703704,27,"reverse"
13,"12-14","8","experience",18.3214285714286,28,"reverse"
13,"12-14","12","average",18.0208333333333,16,"reverse"
13,"12-14","12","experience",17.1333333333333,25,"reverse"
16,"15-17","2","average",22.2241379310345,58,"reverse"
16,"15-17","2","experience",20.0307692307692,65,"reverse"
16,"15-17","6","average",20.3404255319149,47,"reverse"
16,"15-17","6","experience",20.6666666666667,60,"reverse"
16,"15-17","8","average",19.4255319148936,47,"reverse"
16,"15-17","8","experience",20,39,"reverse"
16,"15-17","12","average",18.5757575757575,33,"reverse"
16,"15-17","12","experience",21.367816091954,29,"reverse"
19,"18-20","2","average",21.6129032258065,62,"reverse"
19,"18-20","2","experience",22.4492753623188,69,"reverse"
19,"18-20","6","average",20.4897959183673,49,"reverse"
19,"18-20","6","experience",20.9107142857143,56,"reverse"
19,"18-20","8","average",21.5423728813559,59,"reverse"
19,"18-20","8","experience",21.0535714285714,56,"reverse"
19,"18-20","12","average",21.0790960451977,59,"reverse"
19,"18-20","12","experience",20.9251700680272,49,"reverse"
22,"21-23","2","average",25.1230769230769,65,"reverse"
22,"21-23","2","experience",24.35,60,"reverse"
22,"21-23","6","average",22.3291139240506,79,"reverse"
