"bucket","bucket_label","array_length","condition","value","n_trials","direction"
22,"21-23","6","experience",24.046875,64,"reverse"
22,"21-23","8","average",23.7530864197531,81,"reverse"
22,"21-23","8","experience",23.4444444444444,63,"reverse"
22,"21-23","12","average",22.5238095238095,63,"reverse"
22,"21-23","12","experience",23.2222222222222,63,"reverse"
25,"24-26","2","average",26.8275862068966,58,"reverse"
25,"24-26","2","experience",28.0545454545455,55,"reverse"
25,"24-26","6","average",26.5797101449275,69,"reverse"
25,"24-26","6","experience",25.7846153846154,65,"reverse"
25,"24-26","8","average",26.4246575342466,73,"reverse"
25,"24-26","8","experience",26.3137254901961,51,"reverse"
25,"24-26","12","average",25.3333333333333,84,"reverse"
25,"24-26","12","experience",25.2655367231638,59,"reverse"
28,"27-29","2","average",29.7142857142857,63,"reverse"
28,"27-29","2","experience",29.625,56,"reverse"
28,"27-29","6","average",27.4861111111111,72,"reverse"
28,"27-29","6","experience",28.09375,64,"reverse"
28,"27-29","8","average",27.4393939393939,66,"reverse"
28,"27-29","8","experience",26.8493150684932,73,"reverse"
28,"27-29","12","average",26.9839357429719,83,"reverse"
28,"27-29","12","experience",26.2121212121212,66,"reverse"
31,"30-32","2","average",30.2156862745098,51,"reverse"
31,"30-32","2","experience",30.8064516129032,31,"reverse"
31,"30-32","6","average",30.1515151515152,66,"reverse"
31,"30-32","6","experience",29.547619047619,42,"reverse"
31,"30-32","8","average",27.2380952380952,63,"reverse"
31,"30-32","8","experience",28.7037037037037,54,"reverse"
31,"30-32","12","average",28.1904761904762,56,"reverse"
31,"30-32","12","experience",28.3522012578616,53,"reverse"
34,"33-35","2","average",30.5333333333333,45,"reverse"
34,"33-35","2","experience",31.0645161290323,31,"reverse"
34,"33-35","6","average",30.8163265306122,49,"reverse"
34,"33-35","6","experience",30.8181818181818,44,"reverse"
34,"33-35","8","average",30.475,40,"reverse"
34,"33-35","8","experience",30.953488372093,43,"reverse"
34,"33-35","12","average",31.047619047619,49,"reverse"
34,"33-35","12","experience",30.6598639455782,49,"reverse"
37,"36-38","2","average",32.1904761904762,21,"reverse"
37,"36-38","2","experience",32.5625,16,"reverse"
37,"36-38","6","average",32,29,"reverse"
37,"36-38","6","experience",32.4736842105263,19,"reverse"
37,"36-38","8","average",31.7,20,"reverse"
37,"36-38","8","experience",31.85,20,"reverse"
37,"36-38","12","average",28.816091954023,29,"reverse"
37,"36-38","12","experience",30.9871794871795,26,"reverse"
40,"39-41","2","average",33.4166666666667,12,"reverse"
40,"39-41","2","experience",33.7777777777778,9,"reverse"
40,"39-41","6","average",31.5,10,"reverse"
40,"39-41","6","experience",33.1666666666667,12,"reverse"
40,"39-41","8","average",31.3333333333333,15,"reverse"
40,"39-41","8","experience",31.1,10,"reverse"
40,"39-41","12","average",32,21,"reverse"
40,"39-41","12","experience",33.0392156862745,17,"reverse"
43,"42-44","2","average",32.5,4,"reverse"
43,"42-44","2","experience",34.4285714285714,7,"reverse"
43,"42-44","6","average",31.75,4,"reverse"
43,"42-44","6","experience",34.1666666666667,6,"reverse"
43,"42-44","8","average",34,6,"reverse"
43,"42-44","8","experience",32,8,"reverse"
43,"42-44","12","average",33.1666666666666,6,"reverse"
43,"42-44","12","experience",33.047619047619,21,"reverse"
46,"45-47","6","experience",34,4,"reverse"
46,"45-47","8","average",35.5,2,"reverse"
46,"45-47","8","experience",35,3,"reverse"
46,"45-47","12","average",35.3333333333333,1,"reverse"
46,"45-47","12","experience",33.8333333333333,4,"reverse"
49,"48-50","2","average",31,2,"reverse"
49,"48-50","6","average",33.8333333333333,6,"reverse"
49,"48-50","6","experience",28,1,"reverse"
49,"48-50","8","average",30.4,5,"reverse"
49,"48-50","8","experience",34.3333333333333,3,"reverse"
49,"48-50","12","average",32.6190476190476,7,"reverse"
49,"48-50","12","experience",33.8333333333333,2,"reverse"
13,"12-14","2","average",15.0625,16,"forward"
13,"12-14","2","experience",13.4347826086957,23,"forward"
13,"12-14","6","average",17.5625,16,"forward"
13,"12-14","6","experience",16.5333333333333,15,"forward"
13,"12-14","8","average",14.9473684210526,19,"forward"
13,"12-14","8","experience",16.2777777777778,18,"forward"
13,"12-14","12","average",19.2592592592593,27,"forward"
13,"12-14","12","experience",14.3,20,"forward"
16,"15-17","2","average",15.0338983050847,59,"forward"
16,"15-17","2","experience",14.5178571428571,56,"forward"
16,"15-17","6","average",17.1475409836066,61,"forward"
16,"15-17","6","experience",16.3015873015873,63,"forward"
16,"15-17","8","average",17.6885245901639,61,"forward"
16,"15-17","8","experience",16.8474576271186,59,"forward"
16,"15-17","12","average",19.828125,64,"forward"
16,"15-17","12","experience",17.7833333333333,60,"forward"
19,"18-20","2","average",16.5909090909091,66,"forward"
19,"18-20","2","experience",16.9714285714286,70,"forward"
19,"18-20","6","average",19.4246575342466,73,"forward"
19,"18-20","6","experience",20.2133333333333,75,"forward"
19,"18-20","8","average",20.8142857142857,70,"forward"
19,"18-20","8","experience",20.7868852459016,61,"forward"
19,"18-20","12","average",22.4202898550725,69,"forward"
19,"18-20","12","experience",23.2931034482759,58,"forward"
22,"21-23","2","average",19.7575757575758,66,"forward"
22,"21-23","2","experience",18.8904109589041,73,"forward"
22,"21-23","6","average",21.84,75,"forward"
22,"21-23","6","experience",20.469696969697,66,"forward"
22,"21-23","8","average",22.8571428571429,77,"forward"
22,"21-23","8","experience",23.046875,64,"forward"
22,"21-23","12","average",23.6666666666667,63,"forward"
22,"21-23","12","experience",21.962962962963,54,"forward"
25,"24-26","2","average",21.7571428571429,70,"forward"
25,"24-26","2","experience",22.6041666666667,48,"forward"
25,"24-26","6","average",25.030303030303,66,"forward"
25,"24-26","6","experience",23.8909090909091,55,"forward"
25,"24-26","8","average",24.6212121212121,66,"forward"
25,"24-26","8","experience",24.2571428571429,70,"forward"
25,"24-26","12","average",25.9871794871795,78,"forward"
25,"24-26","12","experience",26.5806451612903,62,"forward"
28,"27-29","2","average",25.8378378378378,74,"forward"
28,"27-29","2","experience",26.578125,64,"forward"
28,"27-29","6","average",27.0597014925373,67,"forward"
28,"27-29","6","experience",28.1521739130435,46,"forward"
28,"27-29","8","average",27.1315789473684,76,"forward"
28,"27-29","8","experience",27.0377358490566,53,"forward"
28,"27-29","12","average",27.5652173913043,46,"forward"
28,"27-29","12","experience",28.7397260273973,73,"forward"
31,"30-32","2","average",28.7469879518072,83,"forward"
31,"30-32","2","experience",28.0925925925926,54,"forward"
31,"30-32","6","average",29.1267605633803,71,"forward"
31,"30-32","6","experience",29.5277777777778,72,"forward"
31,"30-32","8","average",30.1290322580645,62,"forward"
31,"30-32","8","experience",30.078431372549,51,"forward"
31,"30-32","12","average",30.625,80,"forward"
31,"30-32","12","experience",30.6301369863014,73,"forward"
34,"33-35","2","average",30.0422535211268,71,"forward"
34,"33-35","2","experience",30.3235294117647,68,"forward"
34,"33-35","6","average",32.1139240506329,79,"forward"
34,"33-35","6","experience",30.2162162162162,74,"forward"
34,"33-35","8","average",31.1739130434783,69,"forward"
34,"33-35","8","experience",32.7971014492754,69,"forward"
34,"33-35","12","average",32.1666666666667,72,"forward"
34,"33-35","12","experience",35.9491525423729,59,"forward"
37,"36-38","2","average",32.8,25,"forward"
37,"36-38","2","experience",31.7272727272727,22,"forward"
37,"36-38","6","average",34.3333333333333,27,"forward"
37,"36-38","6","experience",33.625,24,"forward"
37,"36-38","8","average",33.0833333333333,24,"forward"
37,"36-38","8","experience",30.7333333333333,30,"forward"
37,"36-38","12","average",35.7826086956522,23,"forward"
37,"36-38","12","experience",35.9047619047619,21,"forward"
