"experiment","analysis","effect","df1","df2","MSE","F","ges","p"
"exp3","exaggeration","condition",1,82,0.0118380503250903,2.17391173670201,0.0148701316689658,0.144197824815452
"exp3","exaggeration","array_length",1.95486173335711,160.298662135283,0.00458012019707851,8.118203204997,0.0408903057081265,0.000487090547472473
"exp3","exaggeration","condition:array_length",1.95486173335711,160.298662135283,0.00458012019707851,1.28053890921013,0.00667996417787655,0.2803597724097
