"experiment","condition","array_length","n","se","inward","inward_low","inward_high"
"exp3","average","2",46,0.331518669640213,1.32185121641643,-2.8292503993591,5.47295283219196
"exp3","average","10",46,0.357167496829906,2.49868986689639,0.531472211363516,4.46590752242926
"exp3","average","20",46,0.337667563816926,2.36946539269909,-0.915037468570078,5.65396825396825
"exp3","experience","2",38,0.36872063151788,1.02385260937893,-2.83830905936169,4.88601427811954
"exp3","experience","10",38,0.336577981624563,1.75577065478381,0.467104459867618,3.04443684970001
"exp3","experience","20",38,0.434351362493759,0.935777417027417,-0.795909280777702,2.66746411483254
