"experiment","model","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp3","combined","overall",0.694278319972243,0.00712633160761559,7608.54176683377,0.680308744409261,0.708247895535226,97.4243633611295,0
"exp3","experience","overall",0.67428961976596,0.00985744976554362,3462.0886292905,0.654962616462688,0.693616623069233,68.4040635056459,0
"exp3","average","overall",0.714597121845401,0.0102460408747064,4132.10572923826,0.694509366727943,0.73468487696286,69.7437313186473,0
