"experiment","model","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp3","combined","resp_c",181037.305783708,181037.305783708,1,7608.54177436834,9491.50704107544,0
"exp3","combined","array_length",2047.97441497365,1023.98720748682,2,82.7173983076786,53.6860717616084,1.13387275551596e-15
"exp3","combined","condition",5.35771896202078,5.35771896202078,1,83.718828267541,0.280896951222194,0.597516787190244
"exp3","combined","resp_c:array_length",31.6625627832866,15.8312813916433,2,7593.06182868329,0.83000969412102,0.436084617486512
"exp3","combined","resp_c:condition",153.118171917095,153.118171917095,1,7608.54177957626,8.02774986390952,0.0046187240188743
"exp3","combined","array_length:condition",18.2669593839767,9.13347969198836,2,82.717398305808,0.478854269459796,0.62119926165554
"exp3","combined","resp_c:array_length:condition",116.389050021165,58.1945250105827,2,7593.0618275829,3.0510492933976,0.0473672614739246
"exp3","experience","resp_c",84875.0045668313,84875.0045668313,1,3462.08862858823,4679.11588976933,0
"exp3","experience","array_length",932.544127805895,466.272063902948,2,37.4862212502066,25.7053420414947,9.35519344023814e-08
"exp3","experience","resp_c:array_length",114.869665472236,57.4348327361181,2,3435.86105815239,3.16635315489382,0.0422801001165997
"exp3","average","resp_c",96570.4348274824,96570.4348274824,1,4132.10574776085,4864.18816619741,0
"exp3","average","array_length",1175.58002416241,587.790012081206,2,45.2596336582178,29.6065894917227,6.00845573833831e-09
"exp3","average","resp_c:array_length",36.1329530161107,18.0664765080554,2,4146.18600649155,0.909996329542853,0.402606080078284
