"experiment","condition","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp3","experience","overall",0.855992551312461,0.0398588662475015,36.7941429830632,0.775215562124536,0.936769540500386,21.4755870374541,2.07291189803335e-22
"exp3","average","overall",0.756069818132468,0.0336734074167754,44.9296153465022,0.688245161550984,0.823894474713952,22.4530237993025,4.67338458700322e-26
