"participant_id","condition","array_length","n_trials","r","z"
"experience.66a926551ab3748f5d5348aa","experience","20",30,0.723584939645053,0.915129045013179
"experience.66d804534578af1dec99f245","experience","2",31,0.782953418454795,1.05295725007168
"experience.66d804534578af1dec99f245","experience","10",32,0.864927601719776,1.3125832968121
"experience.66d804534578af1dec99f245","experience","20",31,0.843815711250699,1.23427790564909
"experience.66e5312010b7e7f8074c81a7","experience","2",31,0.726114819205472,0.920459711178564
"experience.66e5312010b7e7f8074c81a7","experience","10",32,0.534564366695515,0.596514003353368
"experience.66e5312010b7e7f8074c81a7","experience","20",32,0.733112342623417,0.935423151082876
"experience.67164c92298409e37c670b3d","experience","2",32,0.803066616577657,1.10718932690855
"experience.67164c92298409e37c670b3d","experience","10",32,0.69675476834491,0.860965461149478
"experience.67164c92298409e37c670b3d","experience","20",29,0.848077239031085,1.24926440358373
"experience.672268205351c30413c9837e","experience","2",29,0.79593357977602,1.0874173678431
"experience.672268205351c30413c9837e","experience","10",30,0.861580715091363,1.2994469386567
"experience.672268205351c30413c9837e","experience","20",29,0.878732372627991,1.37017632944225
"experience.67322550bd5dfa0cd2958366","experience","2",32,0.904886056651103,1.4985509482136
"experience.67322550bd5dfa0cd2958366","experience","10",31,0.918514272561655,1.57943923382112
"experience.67322550bd5dfa0cd2958366","experience","20",30,0.776889474014279,1.03747617362182
"experience.67f054713cbdd6e7fdab28d4","experience","2",31,0.763429342167959,1.00438437706401
"experience.67f054713cbdd6e7fdab28d4","experience","10",31,0.797634080430195,1.09207456893938
"experience.67f054713cbdd6e7fdab28d4","experience","20",32,0.680370966684192,0.829804404546341
"experience.68423451060859f8ce31ee5a","experience","2",27,0.714819163278757,0.896969708013734
"experience.68423451060859f8ce31ee5a","experience","10",29,0.57698468236877,0.657930741742535
"experience.68423451060859f8ce31ee5a","experience","20",28,0.412619951217562,0.438764663871931
