"experiment","condition","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp3","experience","meanVal_c",9888.0323751263,9888.0323751263,1,36.7941430522337,461.200840813499,2.07291160627191e-22
"exp3","experience","array_length",4865.65826121444,2432.82913060722,2,3433.43837942882,113.472812185983,1.90407853357539e-48
"exp3","experience","meanVal_c:array_length",223.726674102469,111.863337051235,2,3434.62972149201,5.2175663617378,0.00546355095120465
"exp3","average","meanVal_c",9744.17254780259,9744.17254780259,1,44.9296152922005,504.138287348238,4.67338294849349e-26
"exp3","average","array_length",3254.31247089655,1627.15623544827,2,4116.14043147836,84.184855488,1.46877752793107e-36
"exp3","average","meanVal_c:array_length",486.216651153502,243.108325576751,2,4118.96664332327,12.5777960411836,3.5821628800192e-06
