"experiment","model","condition","array_length","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp3","combined","average","2",0.733037216697653,0.0166310881162188,7500.19839923349,0.700435621810488,0.765638811584817,44.0763233033915,0
"exp3","combined","experience","2",0.655652396962212,0.0173917990229597,7428.97049638892,0.621559542689425,0.689745251234999,37.6989405234419,9.44350103620068e-285
"exp3","combined","average","10",0.701653321644321,0.0181060219915271,7473.0447324062,0.666160422079198,0.737146221209444,38.7524836749159,1.57760831383935e-299
"exp3","combined","experience","10",0.709629305845957,0.0182090107789012,7498.73546968904,0.6739345390782,0.745324072613714,38.9713265845394,1.08065913096328e-302
"exp3","combined","average","20",0.708718129082553,0.0175299874917031,7409.2592921344,0.674354371356698,0.743081886808408,40.4289010142184,3.95252516672997e-323
"exp3","combined","experience","20",0.656979549600765,0.0168509848618924,7421.58540037333,0.623946838974016,0.690012260227513,38.9876054714458,1.19077249205384e-302
"exp3","experience","experience","2",0.655053461093548,0.0169318594433724,3350.01392905966,0.62185563204534,0.688251290141756,38.6876269132952,5.21146644859059e-271
"exp3","experience","experience","10",0.710094971629534,0.0177801737857034,3420.79682151971,0.675234136797421,0.744955806461648,39.9374595652436,1.23993765273109e-286
"exp3","experience","experience","20",0.657720426574798,0.0164426887065944,3384.76886098208,0.62548182071862,0.689959032430977,40.0007832241583,7.2023716983276e-287
"exp3","average","average","2",0.733442286393068,0.0169775532378495,4093.98692216914,0.700157052954827,0.76672751983131,43.2007060215216,0
"exp3","average","average","10",0.701859421798005,0.0184385652900837,4043.45311495998,0.66570967691631,0.7380091666797,38.0647523685299,3.03177296456747e-271
"exp3","average","average","20",0.708489657345131,0.0178689713886254,4020.90159790233,0.673456571439124,0.743522743251138,39.6491572982272,1.74245264254004e-290
