"experiment","tail_prop","condition","array_length","n_trials","mean_abs_resp","mean_abs_obj","ratio"
"exp3",0.1,"average","2",283,12.0473413077003,8.13219017764683,0.67501948935812
"exp3",0.1,"average","10",286,11.273458179539,7.62731966927872,0.676573199439553
"exp3",0.1,"average","20",283,11.6668054615465,7.78996049570054,0.667702956167053
"exp3",0.1,"experience","2",235,12.6491442951648,7.81722517970876,0.61800426948224
"exp3",0.1,"experience","10",236,12.0834760995589,8.11683019845133,0.67172973501786
"exp3",0.1,"experience","20",234,13.2700134763003,8.14145192694433,0.613522506324853
