"experiment","tail","contrast","estimate","SE","df","t.ratio","p.value"
"exp3","low","array_length2 - array_length10",0.383291800817189,0.319653698674694,1046.02238560511,1.19908451679534,0.453962808409318
"exp3","low","array_length2 - array_length20",0.543430686398001,0.29740520218069,1048.87787687786,1.82724001602312,0.161188340784834
"exp3","low","array_length10 - array_length20",0.160138885580813,0.340215755723897,1042.23194187583,0.470698028784928,0.885078319080373
"exp3","high","array_length2 - array_length10",0.257941748084411,0.517661277876528,247.38207467855,0.49828287165403,0.872197459732834
"exp3","high","array_length2 - array_length20",0.692557161990664,0.552596562660012,247.022140698121,1.25327808529414,0.423097370430651
"exp3","high","array_length10 - array_length20",0.434615413906252,0.467903619509693,245.560060563413,0.928856704211174,0.622572362870249
