"experiment","scope","array_length","n","M","SE","ci_low","ci_high","df","t","p","condition"
"exp3","pooled","2",84,1.18704232275661,0.245587312100503,0.698579036467384,1.67550560904583,83,4.83348391496231,6.07629188789805e-06,NA
"exp3","pooled","10",84,2.16260736617879,0.24973616744305,1.66589217347948,2.65932255887811,83,8.65956816876336,3.13508601942085e-13,NA
"exp3","pooled","20",84,1.72089226084762,0.279345089033075,1.16528611397138,2.27649840772385,83,6.16045288930733,2.48690373719527e-08,NA
"exp3","by_condition","2",46,1.32185121641643,0.331518669640213,0.654138340416812,1.98956409241606,45,3.98726025852782,0.000242696492031282,"average"
"exp3","by_condition","10",46,2.49868986689639,0.357167496829906,1.77931760113319,3.21806213265959,45,6.99584897582755,1.03353363595761e-08,"average"
"exp3","by_condition","20",46,2.36946539269909,0.337667563816926,1.68936800810028,3.0495627772979,45,7.01715428605322,9.61025475114828e-09,"average"
"exp3","by_condition","2",38,1.02385260937893,0.36872063151788,0.276753644834064,1.77095157392379,37,2.77677060045195,0.00856572649535253,"experience"
"exp3","by_condition","10",38,1.75577065478381,0.336577981624563,1.07379888519457,2.43774242437305,37,5.2165345050476,7.21236023961784e-06,"experience"
"exp3","by_condition","20",38,0.935777417027417,0.434351362493759,0.0556979600361381,1.8158568740187,37,2.15442496060056,0.0377872387932652,"experience"
