"experiment","tail","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp3","low","array_length",58.7647564953764,29.3823782476882,2,1045.92105347806,1.80543918809962,0.164914215788314
"exp3","low","condition",0.0185797396366929,0.0185797396366929,1,83.2932300200743,0.00114165673595235,0.973126716573727
"exp3","low","array_length:condition",81.8036793792241,40.9018396896121,2,1045.92105347745,2.51326776949392,0.0814922088693897
"exp3","high","array_length",14.4704386073668,7.23521930368342,2,246.161668647228,0.848088409555578,0.429480093643546
"exp3","high","condition",9.73207531171261,9.73207531171261,1,58.8562190986605,1.14076158943566,0.289852730560074
"exp3","high","array_length:condition",7.09687739432766,3.54843869716383,2,246.161668640954,0.415936214891382,0.660185124150546
