"experiment","level","mean_shift","sd_shift"
"exp4","SD 3",-0.818363273453091,2.24332186071261
"exp4","SD 5",-0.231820122385084,2.23312670757395
"exp4","SD 7",0.0179079022171715,2.52741692480956
