"trial_type","trial_index","time_elapsed","internal_node_id","participant_id","rt","url","view_history","responses"
"pavlovia","0","1","0.0-0.0","","","","",""
"external-html","1","2581","0.0-1.0","","2470","external_page.html","",""
"instructions","2","19876","0.0-2.0","","17294.899999976158","","[{""page_index"":0,""viewing_time"":1983.2000000476837},{""page_index"":1,""viewing_time"":911.7999999523163},{""page_index"":2,""viewing_time"":13447.800000071526},{""page_index"":3,""viewing_time"":951.7999999523163}]",""
"survey-text","3","20693","0.0-3.0","","814.6000000238419","","","{""Q0"":""""}"
