"trial_type","trial_index","time_elapsed","internal_node_id","participant_id","rt","url","view_history","responses","stimulus","key_press","Name","config"
"pavlovia","0","1","0.0-0.0","66c16fd31aec0c423915666b","","","","","","","",""
"external-html","1","3600","0.0-1.0","66c16fd31aec0c423915666b","3594.8999996185303","external_page.html","","","","","",""
"instructions","2","9948","0.0-2.0","66c16fd31aec0c423915666b","6347.39999961853","","[{""page_index"":0,""viewing_time"":1863.8999996185303},{""page_index"":1,""viewing_time"":1068.1000003814697},{""page_index"":2,""viewing_time"":1414.5},{""page_index"":3,""viewing_time"":2000.6000003814697}]","","","","",""
"survey-text","3","13033","0.0-3.0","66c16fd31aec0c423915666b","3081.1000003814697","","","{""Q0"":""66c16fd31aec0c423915666b""}","","","",""
"instructions","4","14132","0.0-4.0","66c16fd31aec0c423915666b","1098.1000003814697","","[{""page_index"":0,""viewing_time"":1097.7000007629395}]","","","","",""
"survey-text","5","20099","0.0-5.0","66c16fd31aec0c423915666b","5963.60000038147","","","{""Q0"":""3 giraffes in a landscape  ""}","","","",""
"survey-text","6","23415","0.0-6.0-0.0","66c16fd31aec0c423915666b","3313.6000003814697","","","{""Q0"":""but""}","","","",""
"html-keyboard-response","7","23818","0.0-7.0","66c16fd31aec0c423915666b","null","","","","<p style=""font-size: 48px;""> + </p>","null","fixation",""
"html-keyboard-response","8","25323","0.0-8.0","66c16fd31aec0c423915666b","null","","","","<span class='grid'><div class='red' style='background-position:1600% 0%;margin-top:46px'></div> <div> </div> <div> </div> <div> </div> <div> </div> <div class='red' style='background-position:1200% 0%;margin-top:28px'></div> <div class='red' style='background-position:1900% 0%;margin-top:45px'></div> <div class='red' style='background-position:2000% 0%;margin-top:37px'></div> <div> </div> <div class='red' style='background-position:300% 0%;margin-top:21px'></div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div></span>","null","stimulus",""
