"trial_type","trial_index","time_elapsed","internal_node_id","participant_id","rt","url","view_history","responses","stimulus","key_press","Name","config"
"pavlovia","0","12","0.0-0.0","66c3366a3b5834b89124e85a","","","","","","","",""
"external-html","1","10157","0.0-1.0","66c3366a3b5834b89124e85a","10002.900000000373","external_page.html","","","","","",""
"instructions","2","23062","0.0-2.0","66c3366a3b5834b89124e85a","12902.900000000373","","[{""page_index"":0,""viewing_time"":2771.5},{""page_index"":1,""viewing_time"":1447.9000000003725},{""page_index"":2,""viewing_time"":6515.299999999814},{""page_index"":3,""viewing_time"":2167}]","","","","",""
"survey-text","3","26803","0.0-3.0","66c3366a3b5834b89124e85a","3732.0999999996275","","","{""Q0"":""66c3366a3b5834b89124e85a""}","","","",""
"instructions","4","29052","0.0-4.0","66c3366a3b5834b89124e85a","2246.600000000559","","[{""page_index"":0,""viewing_time"":2245.600000000559}]","","","","",""
"survey-text","5","34960","0.0-5.0","66c3366a3b5834b89124e85a","5899.5","","","{""Q0"":""giraffe""}","","","",""
"survey-text","6","42145","0.0-6.0-0.0","66c3366a3b5834b89124e85a","7176.399999999441","","","{""Q0"":""but""}","","","",""
"html-keyboard-response","7","42750","0.0-7.0","66c3366a3b5834b89124e85a","null","","","","<p style=""font-size: 48px;""> + </p>","null","fixation",""
"html-keyboard-response","8","44260","0.0-8.0","66c3366a3b5834b89124e85a","null","","","","<span class='grid'><div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div class='red' style='background-position:2900% 0%;margin-top:21px'></div> <div> </div> <div> </div> <div> </div> <div class='red' style='background-position:3000% 0%;margin-top:27px'></div> <div> </div></span>","null","stimulus",""
