"term","b","SE","t","p"
"(Intercept)",1.10035909589154,0.0840288459918923,13.0950161566863,3.79496778859466e-12
"item_sd",-0.0584702744083516,0.0130836285503265,-4.46896472056236,0.000174899367340985
"experimentexp2",0.00467916542258539,0.0577066826346383,0.081085330311064,0.936075561862181
"experimentexp3",0.00162342634329464,0.069531151224792,0.0233481873188918,0.98157392010108
"experimentexp4",0.125193555692338,0.0652529020065777,1.91858985336343,0.0675315192079848
"experimentshort_exposure",0.0694910293547879,0.077958583354223,0.891383942150913,0.381953870474576
