"participant_id","trial","array_length","item_sd","n_items","condition","level","experiment"
"56b53292a9d33a000c8981a6",77,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",78,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",79,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",80,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",81,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",82,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",83,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",84,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",85,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",86,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",87,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",88,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",89,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",90,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",91,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",92,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",93,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",94,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",95,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",96,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",97,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",98,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",99,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",100,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",101,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",102,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",103,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",104,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",105,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",106,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",107,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",108,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",109,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",110,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",111,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",112,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",113,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",114,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",115,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",116,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",1,10,5.28772162656091,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",12,10,5.25737577123797,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",21,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",22,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",23,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",24,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",25,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",26,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",27,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",28,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",29,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",30,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",31,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",32,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",33,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",34,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",35,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",36,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",37,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",38,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",39,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",40,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",41,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",42,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",43,20,5.5,20,"experience",20,"short_exposure"
"56b53292a9d33a000c8981a6",44,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",45,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",46,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",47,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",48,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",49,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",50,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",51,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",52,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",53,10,5.9464274989274,10,"experience",10,"short_exposure"
"56b53292a9d33a000c8981a6",54,2,4,2,"experience",2,"short_exposure"
"56b53292a9d33a000c8981a6",55,2,4,2,"experience",2,"short_exposure"
