"participant_id","trial","condition","array_length","n_items","shown_mean","item_sd","item_min","item_max","skew","n_at_edge"
"69b885c83f7ae2b8458c6624",21,"average",8,10,24.1,6.67008245826092,11,33,-0.416671203890109,0
"69b885c83f7ae2b8458c6624",22,"average",2,10,34.1,2.91376045686669,31,39,0.216348839210135,0
"69b885c83f7ae2b8458c6624",23,"average",8,10,19.1,6.7446274915669,8,28,0.0262439898410586,0
"69b885c83f7ae2b8458c6624",24,"average",6,10,27.9,4.6357307945997,21,35,0.0576981829230896,0
"69b885c83f7ae2b8458c6624",25,"average",2,10,32,2.79284800875379,28,36,0,0
"69b885c83f7ae2b8458c6624",26,"average",2,10,21.9,2.87923600977759,19,26,0.552518905259538,0
"69b885c83f7ae2b8458c6624",27,"average",2,10,31.9,2.84429253066558,27,36,-0.602859761939503,0
"69b885c83f7ae2b8458c6624",28,"average",6,10,22,4.83735464897913,13,27,-0.556566116746448,0
"69b885c83f7ae2b8458c6624",29,"average",6,10,33,4.85798312059645,27,39,-0.240736020770723,0
"69b885c83f7ae2b8458c6624",30,"average",6,10,19.1,4.6357307945997,13,29,0.725262545678322,0
"69b885c83f7ae2b8458c6624",31,"average",2,10,30,2.79284800875379,26,34,-0.0826286393122423,0
"69b885c83f7ae2b8458c6624",32,"average",8,10,20.2,6.85273667960473,7,27,-1.23548297838385,0
"69b885c83f7ae2b8458c6624",33,"average",2,10,23,2.72029410174709,20,28,0.625925962052837,0
"69b885c83f7ae2b8458c6624",34,"average",6,10,22.1,4.82597140480546,14,29,0.0187905581756943,0
"69b885c83f7ae2b8458c6624",35,"average",2,10,17.1,2.87923600977759,13,21,-0.301145426979494,0
"69b885c83f7ae2b8458c6624",36,"average",2,10,29.1,2.91376045686669,24,33,-0.390010015078364,0
"69b885c83f7ae2b8458c6624",37,"average",6,10,27.1,4.76340214552582,19,35,-0.00655060653095752,0
"69b885c83f7ae2b8458c6624",38,"average",2,10,21.1,2.7367864366808,17,25,-0.104787999771666,0
"69b885c83f7ae2b8458c6624",39,"average",6,10,25.9,4.6357307945997,18,33,-0.104916737632588,0
"69b885c83f7ae2b8458c6624",40,"average",6,10,21.1,4.84664832642105,15,29,0.286804038700018,0
"69b885c83f7ae2b8458c6624",41,"average",6,10,29,4.83735464897913,21,34,-0.365743448147666,0
"69b885c83f7ae2b8458c6624",42,"average",2,10,32.1,2.80891438103763,28,35,-0.616722034437752,0
"69b885c83f7ae2b8458c6624",43,"average",8,10,34,6.70820393249937,24,46,0.347832796499967,0
"69b885c83f7ae2b8458c6624",44,"average",2,10,33.9,2.91376045686669,30,39,0.390010015078364,0
"69b885c83f7ae2b8458c6624",45,"average",8,10,15.2,6.74981481227448,5,25,0.0658685518259516,0
"69b885c83f7ae2b8458c6624",46,"average",2,10,27,2.82842712474619,23,31,0.0795495128834866,0
"69b885c83f7ae2b8458c6624",47,"average",8,10,34.9,6.64003012041361,21,43,-0.830280400509245,0
"69b885c83f7ae2b8458c6624",48,"average",6,10,32.2,4.62168800331654,26,41,0.370505224353741,0
"69b885c83f7ae2b8458c6624",49,"average",6,10,24.9,4.6357307945997,17,30,-0.297645532365243,0
"69b885c83f7ae2b8458c6624",50,"average",2,10,16.1,2.77308492477241,12,20,0.065275427620068,0
"69b885c83f7ae2b8458c6624",51,"average",2,10,25.1,2.7367864366808,21,29,-0.33895112775304,0
"69b885c83f7ae2b8458c6624",52,"average",8,10,30,6.76756972627545,21,41,0.226484713670857,0
"69b885c83f7ae2b8458c6624",53,"average",8,10,23.1,6.68505796534331,12,34,0.108088480553745,0
"69b885c83f7ae2b8458c6624",54,"average",6,10,22,4.69041575982343,15,28,-0.0697747798981998,0
"69b885c83f7ae2b8458c6624",55,"average",2,10,20,2.96647939483827,17,25,0.41371355196608,0
"69b885c83f7ae2b8458c6624",56,"average",6,10,33,4.79583152331272,28,40,0.446039529200351,0
"69b885c83f7ae2b8458c6624",57,"average",6,10,19.9,4.84664832642105,12,26,-0.270993452222619,0
"69b885c83f7ae2b8458c6624",58,"average",8,10,19.1,6.62495283002075,12,30,0.252200044286798,0
"69b885c83f7ae2b8458c6624",59,"average",6,10,14.1,4.82597140480546,8,25,0.926289106433705,0
"69b885c83f7ae2b8458c6624",60,"average",6,10,20.1,4.80520551069359,12,26,-0.710468141960844,0
"69b885c83f7ae2b8458c6624",61,"average",2,10,28.1,2.7367864366808,23,32,-0.309680736755368,0
"69b885c83f7ae2b8458c6624",62,"average",6,10,16.1,4.80520551069359,9,22,-0.283257126472135,0
"69b885c83f7ae2b8458c6624",63,"average",2,10,26.9,2.77308492477241,24,33,0.863211258355059,0
"69b885c83f7ae2b8458c6624",64,"average",8,10,18.9,6.59469483751902,11,28,0.248072478027978,0
