"comparison","model","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"compare_exp2_exp3","experience","meanVal_c",295165.418867089,295165.418867089,1,10399.1934259487,11841.3902024805,0
"compare_exp2_exp3","experience","array_length",5438.79681802509,2719.39840901255,2,112.639978101077,109.096308777358,4.43599378892297e-27
"compare_exp2_exp3","experience","frame",94.4752784458919,94.4752784458919,1,113.039396261227,3.79014127352619,0.0540362680235789
"compare_exp2_exp3","experience","meanVal_c:array_length",590.270418959284,295.135209479642,2,10343.4736085774,11.8401782680137,7.30723604237587e-06
"compare_exp2_exp3","experience","meanVal_c:frame",45.7505996144484,45.7505996144484,1,10399.1934282697,1.83541386423754,0.175518853526788
"compare_exp2_exp3","experience","array_length:frame",146.72158727722,73.3607936386098,2,112.639978089494,2.94307438307871,0.0567695374489015
"compare_exp2_exp3","experience","meanVal_c:array_length:frame",71.3119830714042,35.6559915357021,2,10343.4736089455,1.43044029497477,0.239250894440006
"compare_exp2_exp3","average","meanVal_c",264226.927148909,264226.927148909,1,11908.1507105192,13148.9222626044,0
"compare_exp2_exp3","average","array_length",5044.84728448379,2522.42364224189,2,129.675245906071,125.525254912806,4.69749349548969e-31
"compare_exp2_exp3","average","frame",3.83903334685715,3.83903334685715,1,130.043566680618,0.19104468869262,0.662773501981991
"compare_exp2_exp3","average","meanVal_c:array_length",1271.32275444976,635.661377224879,2,11851.1586400718,31.6328926981753,1.98860470433113e-14
"compare_exp2_exp3","average","meanVal_c:frame",12.6155464277669,12.6155464277669,1,11908.1507132319,0.627796875469471,0.428180371702992
"compare_exp2_exp3","average","array_length:frame",84.4605743161478,42.2302871580739,2,129.675245920428,2.10153737531845,0.126413370723435
"compare_exp2_exp3","average","meanVal_c:array_length:frame",7.38108555545969,3.69054277772985,2,11851.158641163,0.183655241404818,0.832225038812534
