"comparison","model","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"compare_exp2_exp3","both conditions","meanVal_c",559199.46076791,559199.46076791,1,22304.2527102024,25020.4350667953,0
"compare_exp2_exp3","both conditions","array_length",10428.2601505262,5214.1300752631,2,242.345957279407,233.297440592653,3.25298291538829e-57
"compare_exp2_exp3","both conditions","frame",68.2246218032681,68.2246218032681,1,243.075560702851,3.05259543247989,0.0818711415592577
"compare_exp2_exp3","both conditions","condition",143.546646166371,143.546646166371,1,243.075560723175,6.42275215095852,0.0118955823410846
"compare_exp2_exp3","both conditions","meanVal_c:array_length",1680.80782919697,840.403914598487,2,22188.8746787884,37.6024532395234,4.97822224824378e-17
"compare_exp2_exp3","both conditions","meanVal_c:frame",6.5239923791956,6.5239923791956,1,22304.2527336418,0.291905016281264,0.589007724009188
"compare_exp2_exp3","both conditions","array_length:frame",220.467217206197,110.233608603099,2,242.345957267344,4.93221656981726,0.00795082448460366
"compare_exp2_exp3","both conditions","meanVal_c:condition",2784.6417273673,2784.6417273673,1,22304.2527335568,124.594089250739,7.44735349758323e-29
"compare_exp2_exp3","both conditions","array_length:condition",220.908826461046,110.454413230523,2,242.34595726676,4.94209609980703,0.00787570639235094
"compare_exp2_exp3","both conditions","frame:condition",30.191741507893,30.191741507893,1,243.075560737412,1.35087846278384,0.246264478227126
"compare_exp2_exp3","both conditions","meanVal_c:array_length:frame",22.814704657384,11.407352328692,2,22188.8746797175,0.510402706454959,0.600260851222914
"compare_exp2_exp3","both conditions","meanVal_c:array_length:condition",112.260477773199,56.1302388865996,2,22188.8746811931,2.51145270315051,0.0811733338420006
"compare_exp2_exp3","both conditions","meanVal_c:frame:condition",52.6727228182927,52.6727228182927,1,22304.2527360622,2.35675198838108,0.124755854808866
"compare_exp2_exp3","both conditions","array_length:frame:condition",16.4209805670277,8.21049028351385,2,242.345957268979,0.367364515557847,0.692942148985487
"compare_exp2_exp3","both conditions","meanVal_c:array_length:frame:condition",60.8700274592365,30.4350137296182,2,22188.874681521,1.36176326732008,0.256230025514143
