"experiment","analysis","effect","df1","df2","MSE","F","ges","p"
"exp2_batch2","compression","condition",1,102,9.20978300402723,13.0675600947619,0.0828271273000665,0.000468702879207294
"exp2_batch2","compression","array_length",1.87981063905288,191.740685183394,2.05106067484192,17.8499234139107,0.0491064311496925,1.57798884670446e-07
"exp2_batch2","compression","condition:array_length",1.87981063905288,191.740685183394,2.05106067484192,0.682755235957085,0.00197141530952328,0.497763015573962
