"experiment","contrast","estimate","SE","df","t.ratio","p.value"
"exp2_batch2","X2 - X10",-0.0297384706080955,0.0181586599355419,92,-1.63770183007219,0.235118393911678
"exp2_batch2","X2 - X20",-0.00598714477674811,0.015990915185826,92,-0.374409138387213,0.925706201060066
"exp2_batch2","X10 - X20",0.0237513258313474,0.0175913856667164,92,1.35016799025024,0.371382011438014
