"experiment","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp2_batch2","meanVal_c",83958.8993625636,83958.8993625636,1,307.629348429908,3854.9345395973,4.5550585505127e-176
"exp2_batch2","array_length",7607.80913676978,3803.90456838489,2,9285.82993104014,174.654541892879,3.47030126299671e-75
"exp2_batch2","condition",225.406330442694,225.406330442694,1,102.006312063839,10.3494287712741,0.00173602206046093
"exp2_batch2","meanVal_c:array_length",374.66118883536,187.33059441768,2,206.460983363708,8.60119873207871,0.000258243125678906
"exp2_batch2","meanVal_c:condition",621.467231640017,621.467231640017,1,307.629349065129,28.5343842602258,1.79371080591861e-07
"exp2_batch2","array_length:condition",312.747736069145,156.373868034572,2,9285.82993195875,7.17983477098426,0.000766030160245074
"exp2_batch2","meanVal_c:array_length:condition",2.50561424092083,1.25280712046041,2,206.460983358751,0.0575220670683268,0.944116181483836
