"experiment","comparison_set","contrast","condition","estimate","SE","df","t.ratio","p.value","array_length"
"exp2_batch2","noise_within_condition","array_length2 - array_length10","average",0.138311435852092,0.0447500109487189,206.157155572265,3.09075758686606,0.0064034898256673,NA
"exp2_batch2","noise_within_condition","array_length2 - array_length20","average",0.0699590884878229,0.0431342171543333,199.562326239411,1.62189308403374,0.238782064047501,NA
"exp2_batch2","noise_within_condition","array_length10 - array_length20","average",-0.0683523473642693,0.0440340719037921,205.815760461114,-1.55226042946037,0.268883208480686,NA
"exp2_batch2","noise_within_condition","array_length2 - array_length10","experience",0.137688918689406,0.0493859577571817,207.93433149646,2.7880175852089,0.015917398111632,NA
"exp2_batch2","noise_within_condition","array_length2 - array_length20","experience",0.0507187168212655,0.047924409296647,206.445589962445,1.05830656163798,0.541063761857896,NA
"exp2_batch2","noise_within_condition","array_length10 - array_length20","experience",-0.086970201868141,0.0486590979077981,208.742327029571,-1.78733691349841,0.176325323761059,NA
"exp2_batch2","condition_within_noise","average - experience",NA,-0.136217054997632,0.0463131382548819,101.357734923293,-2.94121841296887,0.00405108085817716,"2"
"exp2_batch2","condition_within_noise","average - experience",NA,-0.136839572160317,0.0478830095004002,105.116242333742,-2.85778971681331,0.00514390117261051,"10"
"exp2_batch2","condition_within_noise","average - experience",NA,-0.155457426664189,0.0448243943100112,101.846452025489,-3.46814338614429,0.000769248067476769,"20"
