"experiment","tail","contrast","estimate","SE","df","t.ratio","p.value"
"exp2_batch2","low","array_length2 - array_length10",0.111640406186797,0.303939716878466,1191.06318838707,0.367311015925695,0.928339286100133
"exp2_batch2","low","array_length2 - array_length20",0.0521799486022175,0.263215755421585,1202.95061319959,0.198240217492461,0.97856840759163
"exp2_batch2","low","array_length10 - array_length20",-0.05946045758458,0.309643038767343,1188.01726622407,-0.192029046805916,0.979876824689893
"exp2_batch2","high","array_length2 - array_length10",0.136169657377703,0.424842071036225,451.698544644829,0.320518297647816,0.94495338707341
"exp2_batch2","high","array_length2 - array_length20",0.36150626894774,0.430029886454019,451.796253611336,0.840653825083375,0.677930454887938
"exp2_batch2","high","array_length10 - array_length20",0.225336611570037,0.41239460592302,443.042113399898,0.546410181737681,0.848366880935868
