"experiment","model","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2_batch2","combined","overall",0.707650432775118,0.0101253903022211,270.417405756762,0.687715814042465,0.727585051507771,69.8887066723626,4.03165409225518e-175
"exp2_batch2","experience","overall",0.664728109929096,0.0154846597111779,118.868478267113,0.634066588689417,0.695389631168775,42.9281703523165,3.2492415390662e-74
"exp2_batch2","average","overall",0.750507148864979,0.0133037324799763,154.195086341439,0.724226047542818,0.77678825018714,56.4132772509204,7.47442962866525e-105
