"experiment","condition","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2_batch2","experience","overall",0.901620814759336,0.0207847378706441,136.020644428286,0.860517788393684,0.942723841124988,43.3789841551365,1.55318878033802e-81
"exp2_batch2","average","overall",0.758675833930347,0.0171798322351255,167.604689191807,0.724759083193684,0.792592584667011,44.1608406617136,3.09412746578098e-94
