"experiment","condition","array_length","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2_batch2","average","2",0.828119122104582,0.0309998713398078,99.7210227529833,0.766614153250602,0.889624090958563,26.7136309382411,3.03502059338402e-47
"exp2_batch2","experience","2",0.964336177102214,0.0344080623100338,102.715964993922,0.896093658061592,1.03257869614284,28.0264598573748,6.38781134429226e-50
"exp2_batch2","average","10",0.68980768625249,0.0322388167924565,105.6573927986,0.625888703511293,0.753726668993686,21.3968053075042,3.37106454878703e-40
"exp2_batch2","experience","10",0.826647258412807,0.0354039728086812,104.670660474031,0.756445145718103,0.896849371107511,23.3489970992778,2.67411748603308e-43
"exp2_batch2","average","20",0.758160033616759,0.0299630319675583,99.6279025791097,0.698711512662901,0.817608554570617,25.3031814149395,3.5927533262085e-45
"exp2_batch2","experience","20",0.913617460280948,0.0333383119034309,103.69286603314,0.847504031971123,0.979730888590773,27.4044307620424,2.66660007930427e-49
