"experiment","condition","contrast","estimate","SE","df","t.ratio","p.value"
"exp2_batch2","experience","array_length2 - array_length10",0.13791440490137,0.0523814573118881,91.1826906206098,2.6328859863559,0.0266360669011577
"exp2_batch2","experience","array_length2 - array_length20",0.0513099849379519,0.0481098687084698,91.3154497844287,1.06651683563873,0.537208675325062
"exp2_batch2","experience","array_length10 - array_length20",-0.0866044199634181,0.052323102326732,91.8878370114484,-1.65518511159022,0.228080005853335
"exp2_batch2","average","array_length2 - array_length10",0.138366957442222,0.0423367817935381,112.760303240549,3.26824457553223,0.00406874077852248
"exp2_batch2","average","array_length2 - array_length20",0.0700573458614719,0.0429819575631613,111.252901687335,1.62992450398574,0.237388115245836
"exp2_batch2","average","array_length10 - array_length20",-0.0683096115807505,0.0410896208247971,113.546755526654,-1.66245417235699,0.224168040173481
