"experiment","analysis","effect","df1","df2","MSE","F","ges","p"
"exp2_batch2","tracking_correlation","condition",1,102,0.164186537563452,1.50346100969108,0.00990987113708698,0.222962834762605
"exp2_batch2","tracking_correlation","array_length",1.87428976324731,191.177555851226,0.0414035822013511,19.5797522883056,0.0580337643894779,4.13923112293266e-08
"exp2_batch2","tracking_correlation","condition:array_length",1.87428976324731,191.177555851226,0.0414035822013511,0.701490339608381,0.00220243119249987,0.488329657259978
